game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Clearances_away_1ST;Clearances_away_2ND;Clearances_away_ALL;Clearances_home_1ST;Clearances_home_2ND;Clearances_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Crosses_away_1ST;Crosses_away_2ND;Crosses_away_ALL;Crosses_home_1ST;Crosses_home_2ND;Crosses_home_ALL;Dribbles_away_1ST;Dribbles_away_2ND;Dribbles_away_ALL;Dribbles_home_1ST;Dribbles_home_2ND;Dribbles_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Interceptions_away_1ST;Interceptions_away_2ND;Interceptions_away_ALL;Interceptions_home_1ST;Interceptions_home_2ND;Interceptions_home_ALL;Long balls_away_1ST;Long balls_away_2ND;Long balls_away_ALL;Long balls_home_1ST;Long balls_home_2ND;Long balls_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Possession lost_away_1ST;Possession lost_away_2ND;Possession lost_away_ALL;Possession lost_home_1ST;Possession lost_home_2ND;Possession lost_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Tackles_away_1ST;Tackles_away_2ND;Tackles_away_ALL;Tackles_home_1ST;Tackles_home_2ND;Tackles_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
HUD X LIV 2018-10-20;254 (80%);219 (82%);473 (81%);181 (80%);238 (81%);419 (80%);10;12;22;13;10;23;58%;48%;53%;42%;52%;47%;;;;;;;;;;;;;3;2;5;1;5;6;18;14;32;10;11;21;0;4;4;1;1;2;0;1;1;0;0;0;2/5 (40%);1/9 (11%);3/14 (21%);3/15 (20%);4/12 (33%);7/27 (26%);5/8 (63%);3/8 (38%);8/16 (50%);0/3 (0%);4/7 (57%);4/10 (40%);26;27;53;24;27;51;6;9;0;1;1;0;1;1;0;0;0;1;0;1;2;7;9;4;8;12;17/42 (40%);8/19 (42%);25/61 (41%);12/25 (48%);18/34 (53%);30/59 (51%);1;1;2;2;1;3;317;268;585;227;294;521;;;170;;;168;;;;;;;2;4;6;1;6;7;0;4;4;3;3;6;1;1;2;0;1;1;2;3;5;3;3;6;7;7;14;8;12;20;4;7;11;4;9;13;1;1;2;0;0;0;1;2018-10-20;-10;-4;-4;-4;-4;-22;13;-3;-20;-11;-4;-8;-2;6;2;-2;-1;-68;-42;-28;-4;37;-7;33;24;19;46;21;8;7;6;8;20;-8;8;-9;3;43;31;-6;19.0;-2;-2;-30;-49;6;-26;-13;-5;3;5;23;41;21;-17;-36;-3;-20;-39;-25;-11;-22;-16;14;8;21;18;-2;12;10;6;3;-9;-1;-41;-22;-2;21;-3;9;6;19;12;1;8;34;22;10;-10;-3;-47.0;24.0;0;14:30:00;-1;LIV;HUD
EVE X CRY 2018-10-21;144 (75%);110 (70%);254 (73%);208 (83%);216 (83%);424 (83%);12;5;17;7;16;23;44%;37%;41%;56%;63%;59%;1;1;2;0;1;1;1;1;2;0;3;3;0;0;0;2;5;7;7;15;22;9;9;18;3;2;5;3;7;10;0;0;0;0;2;2;1/7 (14%);0/6 (0%);1/13 (8%);1/8 (13%);7/21 (33%);8/29 (28%);2/4 (50%);4/8 (50%);6/12 (50%);5/9 (56%);3/9 (33%);8/18 (44%);34;24;58;31;37;68;17;13;1;1;2;1;3;4;1;0;1;0;0;0;6;7;13;6;5;11;20/39 (51%);11/36 (31%);31/75 (41%);13/25 (52%);13/22 (59%);26/47 (55%);0;0;0;0;1;1;193;157;350;250;260;510;;;154;;;158;;;;;;;3;1;4;3;7;10;4;0;4;4;5;9;1;2;3;1;3;4;2;1;3;4;6;10;11;12;23;10;11;21;5;2;7;7;13;20;0;1;1;1;1;2;0;2018-10-21;-5;25;30;13;-28;-12;-11;-21;-4;-2;-9;-21;-8;-6;-12;-9;-3;6;-3;-13;16;55;14;22;-28;-4;-33;-17;-19;-51;-72;-35;-19;17;-8;19;17;41;21;-4;24.0;3;6;25;24;10;61;43;28;18;25;47;74;62;29;-24;1;-1;-82;-28;-4;7;3;12;10;-5;7;-4;6;43;24;-22;-5;-15;-9;6;8;18;-1;29;35;11;5;-2;22;17;28;62;95;-9;56.0;9.0;2;13:00:00;1;CRY;EVE
ARS X LEI 2018-10-22;124 (77%);104 (70%);228 (74%);274 (87%);328 (85%);602 (86%);3;14;17;7;9;16;35%;28%;31%;65%;72%;69%;1;1;2;0;1;1;1;1;2;0;3;3;2;1;3;1;1;2;12;6;18;8;4;12;3;1;4;6;0;6;1;0;1;0;0;0;1/7 (14%);1/5 (20%);2/12 (17%);2/8 (25%);0/3 (0%);2/11 (18%);5/8 (63%);5/9 (56%);10/17 (59%);5/9 (56%);7/7 (100%);12/16 (75%);21;30;51;23;34;57;10;10;2;1;3;2;0;2;0;1;1;0;0;0;6;14;20;4;6;10;14/28 (50%);14/27 (52%);28/55 (51%);8/14 (57%);17/30 (57%);25/44 (57%);1;0;1;0;2;2;161;148;309;315;388;703;;;134;;;143;;;;;;;2;3;5;4;8;12;1;2;3;6;5;11;2;0;2;3;3;6;3;0;3;6;1;7;7;7;14;8;12;20;5;3;8;10;9;19;0;2;2;2;0;2;1;2018-10-22;0;-5;3;6;6;45;18;-39;-20;-11;-26;-3;-83;-50;-19;25;57;63;53;37;26;19;2;32;22;-16;28;34;44;32;37;22;49;-19;47;50;22;80;51;100;11.0;6;8;10;20;-2;43;33;51;47;63;46;32;29;19;-50;2;-19;15;7;11;72;52;35;85;55;41;-55;51;29;12;-10;-9;-6;-4;-1;37;20;-33;10;-7;6;10;12;45;34;34;11;6;-20;4.0;-8.0;3;17:00:00;1;LEI;ARS
BHA X WOL 2018-10-27;221 (84%);218 (84%);439 (84%);148 (75%);114 (70%);262 (72%);15;9;24;7;13;20;58%;64%;61%;42%;36%;39%;0;1;1;1;0;1;0;1;1;1;1;2;5;5;10;1;0;1;5;5;10;6;27;33;3;7;10;1;0;1;;;;;;;4/10 (40%);5/26 (19%);9/36 (25%);2/6 (33%);1/3 (33%);3/9 (33%);6/9 (67%);6/12 (50%);12/21 (57%);5/6 (83%);7/10 (70%);12/16 (75%);31;26;57;26;32;58;8;11;0;0;0;1;6;7;0;0;0;1;0;1;8;11;19;3;2;5;23/34 (68%);14/35 (40%);37/69 (54%);15/33 (45%);16/43 (37%);31/76 (41%);1;0;1;0;0;0;263;260;523;198;164;362;;;148;;;141;;;;;;;4;9;13;3;2;5;2;6;8;4;1;5;1;6;7;0;1;1;4;8;12;2;0;2;6;5;11;10;9;19;8;17;25;5;2;7;0;0;0;0;3;3;0;2018-10-27;-2;-48;32;-13;-21;-6;-18;-37;-23;-24;-11;-20;-30;-18;-12;-8;9;-33;-15;-11;-20;-15;-33;-9;-4;26;6;-27;-9;-2;4;3;7;-27;-17;14;31;20;81;51;12.0;8;12;58;60;-23;31;16;-19;-14;-28;-14;-6;3;13;1;-21;-18;-17;-21;-13;-19;-13;-36;-18;-8;-2;-18;-7;-46;-47;-33;-41;-53;-54;-83;-55;-62;-17;-49;-56;-37;-61;-52;-37;-41;-27;-17;-13;-39;-34.0;-89.0;1;12:00:00;1;WOL;BHA
FUL X BOU 2018-10-27;243 (87%);178 (82%);421 (85%);195 (79%);258 (86%);453 (83%);4;5;9;15;12;27;54%;43%;48%;46%;57%;52%;1;0;1;0;0;0;2;2;4;0;0;0;1;0;1;1;0;1;10;14;24;21;13;34;1;4;5;4;1;5;0;2;2;0;0;0;5/13 (38%);1/10 (10%);6/23 (26%);3/8 (38%);1/8 (13%);4/16 (25%);4/7 (57%);3/5 (60%);7/12 (58%);2/4 (50%);3/3 (100%);5/7 (71%);18;19;37;25;20;45;3;16;1;0;1;1;1;2;;;;;;;7;3;10;7;6;13;17/27 (63%);9/22 (41%);26/49 (53%);8/27 (30%);14/29 (48%);22/56 (39%);1;0;1;0;1;1;278;217;495;247;300;547;;;122;;;126;0;0;0;0;1;1;5;3;8;4;3;7;5;1;6;4;5;9;2;3;5;1;0;1;3;1;4;2;2;4;4;3;7;8;2;10;8;4;12;6;5;11;0;1;1;1;3;4;3;2018-10-27;-7;7;4;-45;-29;-52;-30;-45;-25;-20;-35;-10;-19;-8;-3;39;27;23;-33;-16;-55;-73;-100;-57;-44;-27;-14;8;29;22;8;8;60;-69;34;20;-28;-31;-22;1;47.0;6;4;24;22;-24;19;48;25;9;2;-33;-28;-76;-54;-29;-13;-6;8;15;16;31;23;-32;-4;4;7;-6;33;24;15;-57;-27;-20;-26;-14;-1;2;4;33;31;19;14;-25;-17;-74;-46;-1;-8;6;-27.0;-14.0;0;12:00:00;-1;BOU;FUL
LIV X CAR 2018-10-27;36 (46%);86 (67%);122 (59%);413 (91%);314 (86%);727 (89%);4;10;14;11;7;18;15%;27%;21%;85%;73%;79%;0;0;0;1;0;1;0;1;1;2;2;4;0;0;0;5;1;6;30;11;41;3;8;11;0;0;0;5;3;8;0;0;0;0;3;3;0/3 (0%);0/4 (0%);0/7 (0%);4/16 (25%);1/8 (13%);5/24 (21%);2/4 (50%);6/10 (60%);8/14 (57%);4/8 (50%);5/7 (71%);9/15 (60%);17;25;42;22;20;42;4;6;0;2;2;0;0;0;0;0;0;1;0;1;9;11;20;1;5;6;3/27 (11%);11/25 (44%);14/52 (27%);10/19 (53%);10/18 (56%);20/37 (54%);2;2;4;0;0;0;78;129;207;454;364;818;;;132;;;147;;;;;;;0;1;1;6;3;9;0;1;1;5;1;6;0;1;1;2;5;7;0;1;1;6;4;10;9;5;14;5;7;12;0;2;2;12;7;19;;;;;;;1;2018-10-27;-12;79;88;39;38;48;27;15;4;21;21;8;27;23;21;18;17;16;78;58;41;31;8;55;36;28;52;46;18;15;13;20;19;13;14;55;37;52;33;24;11.0;50;34;25;19;16;16;10;-18;-2;4;-4;-14;-1;-2;6;14;11;55;38;28;21;17;12;100;77;50;32;40;29;15;40;26;18;46;30;-60;-26;26;23;7;-5;-13;-13;83;45;76;44;24;58;-3.0;13.0;4;12:00:00;1;CAR;LIV
SOU X NEW 2018-10-27;158 (70%);139 (74%);297 (72%);172 (77%);130 (72%);302 (75%);9;12;21;12;17;29;50%;51%;50%;50%;49%;50%;0;0;0;1;0;1;0;0;0;1;0;1;1;1;2;0;5;5;22;26;48;15;8;23;2;0;2;2;5;7;0;1;1;0;0;0;0/8 (0%);2/7 (29%);2/15 (13%);5/14 (36%);4/17 (24%);9/31 (29%);2/5 (40%);1/6 (17%);3/11 (27%);2/5 (40%);7/12 (58%);9/17 (53%);22;26;48;23;38;61;12;9;2;2;4;0;0;0;0;0;0;1;0;1;8;5;13;9;10;19;13/42 (31%);15/38 (39%);28/80 (35%);11/30 (37%);11/26 (42%);22/56 (39%);1;2;3;1;0;1;225;189;414;224;181;405;;;162;;;159;;;;;;;2;1;3;5;9;14;1;3;4;6;7;13;0;0;0;2;2;4;0;3;3;3;5;8;9;7;16;5;8;13;2;4;6;8;14;22;0;1;1;0;0;0;0;2018-10-27;-12;27;-26;17;22;5;-7;-7;-11;-23;-6;-8;-1;30;18;10;4;-28;-18;-12;-40;-26;-2;-24;-17;-3;4;6;8;51;32;21;30;3;22;13;20;6;-6;-6;32.0;-5;-4;-4;-4;48;121;67;19;8;-25;-25;-21;-6;31;29;32;59;36;21;7;3;47;27;24;18;12;30;46;25;42;22;13;7;-10;-3;-4;3;68;23;44;28;17;27;22;12;56;29;-31;58;35.0;38.0;0;12:00:00;0;NEW;SOU
WAT X HUD 2018-10-27;212 (82%);187 (78%);399 (80%);176 (79%);190 (78%);366 (78%);7;9;16;5;7;12;54%;50%;52%;46%;50%;48%;0;0;0;0;1;1;0;0;0;1;2;3;1;1;2;0;0;0;5;8;13;15;8;23;2;1;3;2;1;3;0;0;0;0;2;2;4/8 (50%);1/5 (20%);5/13 (38%);2/6 (33%);0/1 (0%);2/7 (29%);5/8 (63%);5/7 (71%);10/15 (67%);7/12 (58%);3/11 (27%);10/23 (43%);30;31;61;26;26;52;13;9;0;3;3;4;3;7;1;0;1;0;0;0;8;19;27;4;5;9;18/34 (53%);18/36 (50%);36/70 (51%);15/32 (47%);16/29 (55%);31/61 (51%);1;2;3;2;1;3;257;241;498;222;245;467;;;153;;;162;;;;;;;5;4;9;3;5;8;3;1;4;1;5;6;4;3;7;2;4;6;3;1;4;0;4;4;14;12;26;7;12;19;8;5;13;3;9;12;1;1;2;0;1;1;0;2018-10-27;3;-13;71;40;23;11;-11;10;5;7;8;-6;70;26;7;-30;20;-5;-10;-9;-7;-41;-19;-29;-13;33;10;-14;9;-3;-1;-7;-53;-16;-27;-19;-9;-30;-10;-2;-4.0;5;1;4;43;-3;22;35;24;17;-16;-13;34;10;-12;-8;-7;36;34;10;-39;-26;-23;-11;15;3;-14;-67;-30;-11;-3;4;-8;-13;-7;-4;-13;10;-52;3;62;36;23;-35;-11;12;1;-1;2;-27;-14.0;37.0;3;12:00:00;1;HUD;WAT
LEI X WES 2018-10-27;167 (76%);60 (57%);227 (69%);208 (80%);249 (85%);457 (83%);2;7;9;12;11;23;46%;26%;36%;54%;74%;64%;1;0;1;2;1;3;2;0;2;2;1;3;2;0;2;0;3;3;16;31;47;5;1;6;0;0;0;4;4;8;;;;;;;1/4 (25%);1/2 (50%);2/6 (33%);3/14 (21%);6/31 (19%);9/45 (20%);6/12 (50%);4/5 (80%);10/17 (59%);5/10 (50%);9/11 (82%);14/21 (67%);27;29;56;33;24;57;5;17;3;4;7;1;1;2;1;0;1;0;1;1;8;7;15;6;8;14;9/34 (26%);11/41 (27%);20/75 (27%);15/24 (63%);21/35 (60%);36/59 (61%);0;1;1;2;5;7;221;106;327;259;293;552;;;143;;;180;1;0;1;0;0;0;5;3;8;3;10;13;3;3;6;4;7;11;2;1;3;2;5;7;2;1;3;3;5;8;10;11;21;12;4;16;7;4;11;6;15;21;0;1;1;0;1;1;1;2018-10-27;2;33;29;35;-48;-2;8;2;-8;-8;-13;10;-16;-54;-33;-21;-37;-20;-7;-5;-10;-27;7;-19;-86;-48;31;14;11;14;15;9;18;18;24;37;78;50;32;52;56.0;28;29;19;17;40;16;42;20;7;10;56;46;36;51;15;62;18;18;16;65;42;84;60;84;48;48;35;27;39;24;57;52;45;46;31;19;21;51;8;2;-11;6;29;35;32;-28;16;19;32;88.0;55.0;1;14:30:00;0;WES;LEI
BUR X CHE 2018-10-28;382 (92%);338 (88%);720 (90%);163 (84%);103 (79%);266 (82%);7;11;18;5;6;11;67%;74%;70%;33%;26%;30%;2;1;3;0;0;0;3;2;5;0;0;0;1;6;7;1;1;2;13;10;23;9;5;14;3;1;4;1;3;4;;;;;;;1/5 (20%);2/3 (67%);3/8 (38%);1/12 (8%);1/11 (9%);2/23 (9%);1/4 (25%);10/12 (83%);11/16 (69%);2/4 (50%);2/5 (40%);4/9 (44%);16;36;52;20;15;35;10;14;0;1;1;3;1;4;1;1;2;0;0;0;2;3;5;6;6;12;21/29 (72%);13/23 (57%);34/52 (65%);21/35 (60%);11/21 (52%);32/56 (57%);0;0;0;1;4;5;414;382;796;194;131;325;;;105;;;106;;;;;;;7;10;17;3;1;4;3;6;9;3;1;4;4;4;8;0;1;1;1;6;7;1;2;3;4;5;9;6;7;13;8;16;24;4;3;7;2;0;2;1;3;4;4;2018-10-28;10;2;-3;15;-80;-48;-33;-26;-13;-16;-13;39;-6;29;-19;-60;44;1;-8;-13;-40;-36;38;-27;-15;-26;-20;-17;-16;-28;-18;-38;-33;27;-24;-18;-15;-26;-63;12;-9.0;-7;-3;-6;-6;21;20;30;23;13;11;15;1;-75;-45;-17;46;-15;-13;-8;-88;-55;-32;-19;-6;-5;24;21;5;-6;-1;-1;-1;-1;20;36;-26;23;20;6;-6;-9;-1;-8;-16;-13;-33;-7;-4;8;-4.0;-91.0;0;11:30:00;-1;CHE;BUR
CRY X ARS 2018-10-28;289 (87%);174 (78%);463 (83%);136 (77%);175 (78%);311 (78%);8;9;17;5;8;13;65%;51%;58%;35%;49%;42%;0;0;0;1;0;1;0;1;1;2;1;3;1;1;2;1;1;2;11;22;33;0;9;9;2;2;4;5;1;6;;;;;;;0/3 (0%);1/7 (14%);1/10 (10%);1/8 (13%);0/7 (0%);1/15 (7%);3/5 (60%);4/7 (57%);7/12 (58%);3/4 (75%);7/14 (50%);10/18 (56%);26;32;58;26;34;60;16;10;0;1;1;0;0;0;0;0;0;1;1;2;6;8;14;5;9;14;17/26 (65%);6/19 (32%);23/45 (51%);9/23 (39%);13/31 (42%);22/54 (41%);0;0;0;1;1;2;332;223;555;176;223;399;;;144;;;156;;;;;;;3;1;4;4;5;9;2;1;3;4;7;11;0;2;2;1;2;3;0;3;3;2;5;7;9;16;25;12;10;22;3;4;7;6;10;16;0;2;2;1;0;1;2;2018-10-28;-2;-6;3;7;-2;-26;-15;34;22;49;29;8;23;39;17;-33;-24;-30;-19;34;17;34;8;29;17;13;-8;-5;-25;-14;-14;-15;-14;1;-4;-8;-10;-11;-14;24;43.0;-7;-8;-3;2;1;1;-25;-74;-48;40;-9;-23;-61;-36;32;1;4;-10;-1;6;23;19;18;38;61;53;-7;74;43;24;11;22;-28;-2;6;16;36;36;53;49;33;62;35;19;11;7;52;33;6;-2.0;-20.0;2;11:30:00;0;ARS;CRY
MUN X EVE 2018-10-28;151 (77%);181 (83%);332 (80%);227 (82%);164 (79%);391 (80%);4;4;8;6;9;15;42%;52%;47%;58%;48%;53%;0;1;1;1;2;3;0;2;2;2;2;4;1;0;1;0;1;1;13;11;24;6;4;10;3;1;4;3;5;8;0;0;0;0;2;2;1/10 (10%);3/10 (30%);4/20 (20%);1/6 (17%);1/11 (9%);2/17 (12%);7/12 (58%);4/6 (67%);11/18 (61%);0/4 (0%);4/4 (100%);4/8 (50%);27;23;50;21;25;46;12;15;4;4;8;4;1;5;;;;;;;5;3;8;3;4;7;6/19 (32%);15/25 (60%);21/44 (48%);17/31 (55%);13/28 (46%);30/59 (51%);0;0;0;4;3;7;195;218;413;278;208;486;;;135;;;147;;;;;;;3;6;9;4;4;8;1;6;7;2;1;3;4;2;6;5;5;10;3;2;5;3;3;6;10;6;16;7;8;15;6;8;14;7;7;14;1;0;1;2;0;2;1;2018-10-28;11;1;3;1;1;-19;-54;-30;-22;14;15;2;36;16;-11;36;49;30;21;16;97;54;27;33;24;13;30;10;41;56;29;-24;23;11;12;4;2;7;-5;-38;-48.0;-23;-62;-38;-16;-13;72;41;-31;-1;8;43;27;22;65;36;-25;6;3;-5;-7;-25;-21;-8;-13;-35;26;22;1;30;-21;12;9;10;28;6;-44;-25;-3;-16;-1;6;-16;-9;-10;-11;-15;-13;-14;-1;25.0;-9.0;2;14:00:00;1;EVE;MUN
TOT X MCI 2018-10-29;247 (88%);182 (78%);429 (83%);164 (80%);218 (80%);382 (80%);6;5;11;6;6;12;59%;46%;52%;41%;54%;48%;0;1;1;0;1;1;1;1;2;0;1;1;3;2;5;0;0;0;5;17;22;13;7;20;4;2;6;1;2;3;0;0;0;1;0;1;1/8 (13%);0/4 (0%);1/12 (8%);1/3 (33%);1/10 (10%);2/13 (15%);7/15 (47%);6/8 (75%);13/23 (57%);2/3 (67%);5/7 (71%);7/10 (70%);27;20;47;24;24;48;13;13;1;0;1;2;2;4;1;0;1;0;0;0;8;6;14;5;2;7;17/32 (53%);7/31 (23%);24/63 (38%);19/36 (53%);20/37 (54%);39/73 (53%);3;1;4;1;3;4;282;232;514;205;271;476;;;140;;;142;;;;;;;7;3;10;1;2;3;2;0;2;1;2;3;3;3;6;1;0;1;1;2;3;1;0;1;8;4;12;11;6;17;8;5;13;2;2;4;0;2;2;1;1;2;1;2018-10-29;5;45;27;10;-35;-12;-20;-28;-37;-22;-16;4;-12;-3;-12;-1;5;-6;-2;-5;-6;-10;2;-70;-50;-27;-14;-7;4;-3;-4;-57;-42;1;-8;24;-22;-12;-10;-35;-6.0;5;2;2;-16;-16;-7;-4;12;-14;-4;-19;-73;-75;-43;-24;-14;-13;5;19;11;13;10;-26;-37;-16;-1;-71;4;36;23;17;35;47;25;19;10;3;-69;20;17;9;38;25;16;-13;3;8;11;-35;-1.0;20.0;0;18:00:00;-1;MCI;TOT
BOU X MUN 2018-11-03;160 (79%);196 (80%);356 (80%);189 (84%);128 (68%);317 (77%);10;13;23;3;12;15;47%;57%;52%;53%;43%;48%;1;3;4;1;0;1;2;4;6;2;0;2;3;1;4;5;3;8;16;13;29;14;20;34;2;3;5;5;4;9;;;;;;;0/3 (0%);0/10 (0%);0/13 (0%);2/13 (15%);3/10 (30%);5/23 (22%);1/4 (25%);5/14 (36%);6/18 (33%);1/9 (11%);3/6 (50%);4/15 (27%);28;29;57;18;31;49;12;12;4;2;6;0;4;4;0;1;1;0;0;0;3;2;5;4;3;7;16/33 (48%);14/35 (40%);30/68 (44%);15/23 (65%);7/30 (23%);22/53 (42%);3;2;5;0;0;0;202;245;447;225;187;412;;;146;;;151;;;;;;;6;7;13;8;4;12;2;4;6;2;1;3;1;7;8;5;2;7;0;5;5;4;2;6;12;5;17;6;14;20;6;12;18;12;6;18;0;3;3;0;4;4;2;2018-11-03;-15;-16;60;92;56;39;71;43;31;19;12;-9;6;5;4;1;34;27;23;34;19;8;-6;15;3;-12;-16;21;-17;-62;-36;-14;-15;7;-25;-11;-3;56;29;20;5.0;-3;-4;-4;-6;16;-1;35;42;44;18;-71;-42;-22;-9;-9;-27;-6;-85;-51;-34;-24;-35;-82;-69;-36;-36;-22;31;-26;-24;-34;-29;-20;-12;47;41;-41;27;-14;-22;30;-13;-2;5;-4;-13;-1;-8;-25;-22.0;-34.0;1;10:30:00;-1;MUN;BOU
CAR X LEI 2018-11-03;170 (79%);135 (72%);305 (76%);98 (67%);68 (54%);166 (61%);18;17;35;16;16;32;61%;60%;60%;39%;40%;40%;3;1;4;0;1;1;3;2;5;0;1;1;1;3;4;1;0;1;15;23;38;16;11;27;5;7;12;0;6;6;0;1;1;0;0;0;1/15 (7%);6/12 (50%);7/27 (26%);1/5 (20%);5/13 (38%);6/18 (33%);4/9 (44%);1/4 (25%);5/13 (38%);3/6 (50%);1/4 (25%);4/10 (40%);32;31;63;30;30;60;12;13;1;1;2;2;1;3;1;0;1;1;0;1;6;4;10;8;8;16;14/29 (48%);10/26 (38%);24/55 (44%);9/33 (27%);8/33 (24%);17/66 (26%);1;2;3;4;0;4;216;187;403;146;125;271;;;153;;;163;;;;;;;5;5;10;1;7;8;2;2;4;2;6;8;3;2;5;1;1;2;1;2;3;3;0;3;5;6;11;6;7;13;6;7;13;4;7;11;1;1;2;1;1;2;1;2018-11-03;-4;14;21;11;4;1;5;-4;-2;9;-6;-1;-6;-5;-9;12;34;21;13;11;43;24;-19;15;26;-45;-31;-19;-22;-20;-71;-54;-34;-10;-33;-68;-35;-26;-25;7;-62.0;-75;-42;-44;-26;25;42;24;22;41;22;10;-49;-26;-17;-20;17;-12;-11;-4;-2;11;46;40;52;49;65;8;41;28;15;-23;-46;-21;22;66;45;25;6;4;-2;-9;-9;-28;-11;8;-6;5;-74;26;-48.0;34.0;0;13:00:00;-1;LEI;CAR
