game;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
PON X PAL 21-05-2016;1;2016-05-21;-8.0;-6;-3;25;13;9;6;10;-4;-4;-1;-12;7;26;15;-61.0;-10;81;41;59;42;22;-69.0;6;-46;-3;-7;70;44;30;17;11;2;-47;1;6;34;25;15;9;0.0;-3;-7;-11;-5;-34;-2;-10;6;-5;-2;-6;-7;-8;-2;2;43;-4;2;-4;-5;-11;-9;-9;-8;-48;-35;8;-27;-68;-55;-30;-18;-11;-3;-2;-82;-59;24;-36;-17;-10;-1;-1;-11;-11;35;19;14.0;9;7.0;-140.0;2;17:00:00;1;PAL;PON
FLU X STA 21-05-2016;2;2016-05-21;5.0;21;16;49;52;68;43;38;25;24;8;7;6;10;8;7.0;47;31;61;39;6;-29;10.0;-10;-14;-13;-12;-10;-16;-44;-32;-50;-35;13;-87;-43;36;13;13;48;;-62;-17;-5;5;7;10;29;12;27;-80;-37;-12;-6;76;48;7;34;100;100;75;42;17;-10;-13;-25;-17;1;-12;-12;-8;-9;-6;-34;-21;-19;-12;-9;26;34;-47;-13;-74;-40;-23;-6;4;7;57.0;19;35.0;35.0;2;19:30:00;0;STA;FLU
CRU X FIG 22-05-2016;2;2016-05-21;-10.0;35;29;24;20;15;15;15;55;35;24;-4;17;72;100;61.0;42;76;46;21;16;13;2.0;7;7;57;36;33;13;1;12;6;29;9;-35;-3;-77;-40;-20;-4;5.0;2;2;2;2;8;-17;-50;-50;-25;-65;45;-96;80;21;20;-22;13;19;15;28;56;-36;5;30;26;12;-19;14;28;19;10;16;13;10;-27;-8;-1;-7;9;7;60;44;29;25;13;-42;-18;-7.0;46;-11.0;20.0;2;22:00:00;0;FIG;CRU
CAP X CAM 22-05-2016;1;2016-05-22;-15.0;81;44;-44;-11;-13;-25;-66;-38;-21;-10;-4;-4;-4;26;19.0;7;-4;-13;-11;-49;-31;-9.0;-75;-46;-19;102;56;-69;-19;-13;-22;29;6;12;-7;4;-22;-22;16;-165.0;10;-11;20;4;26;-5;16;-10;-9;-7;-12;-41;-26;28;8;13;7;7;6;-4;4;-17;-6;-13;-32;-24;5;-22;-26;-17;-55;-25;-16;-26;-62;-100;-68;-8;-43;-100;-77;-92;-27;-18;-5;-60;-34;-24.0;-7;23.0;-35.0;1;12:00:00;0;CAM;CAP
SAN X CFC 22-05-2016;1;2016-05-22;10.0;-7;-9;6;6;7;9;7;5;14;5;8;-78;-38;-16;12.0;-12;9;13;11;15;14;7.0;-31;-19;-12;-3;5;7;9;10;4;10;7;9;4;5;-22;-7;4;-5.0;-7;-9;54;26;7;14;7;3;-28;-24;-17;-13;-10;-7;13;6;17;50;29;92;53;30;19;11;40;-27;6;-3;9;6;4;2;4;5;1;-2;4;7;5;7;33;23;17;14;12;4;-6;10.0;1;5.0;115.0;2;12:00:00;1;CFC;SAN
CHA X AME 22-05-2016;1;2016-05-22;2.0;-1;-32;28;2;-3;7;8;4;10;-7;-24;-3;-75;-42;33.0;7;12;40;23;16;29;-20.0;12;13;10;15;11;21;18;41;35;31;-10;18;11;5;3;1;11;70.0;12;12;100;60;8;49;33;23;10;10;9;9;9;45;27;-6;76;20;12;4;3;-1;1;1;1;1;-9;2;2;-54;-30;-11;-6;-7;82;100;72;-2;42;25;8;5;8;10;12;12;18;3.0;3;-42.0;65.0;3;17:00:00;1;AME;CHA
GRE X FLA 22-05-2016;0;2016-05-22;-10.0;5;13;-28;-8;-1;79;47;32;61;34;-46;13;-47;-26;50.0;12;6;-41;-20;-21;-13;-27.0;34;56;37;61;44;87;54;31;50;39;-14;23;18;-25;41;14;5;;18;17;17;15;-3;15;78;100;71;67;100;100;48;26;6;6;-8;-36;-26;-20;-22;-18;38;14;56;31;12;-25;-10;-15;-17;-14;-11;-10;-29;-21;-16;8;32;-34;-12;-10;-8;-10;-6;-10;-12;19.0;1;-2.0;-115.0;1;17:00:00;1;FLA;GRE
SPO X INT 22-05-2016;2;2016-05-22;10.0;-3;-1;1;-5;-1;23;21;10;-28;-14;15;-12;-15;-7;-30.0;-16;-33;-17;-9;-7;-1;13.0;8;1;-54;-28;-15;-27;28;-73;-34;-13;41;-2;50;30;15;6;-3;0.0;-4;23;19;44;89;24;12;7;6;68;43;3;43;48;31;48;46;31;68;41;96;53;53;25;-43;-24;23;-21;-26;-52;-34;-18;-78;-38;-18;-8;-3;-14;50;31;20;14;11;10;8;7;100;8.0;3;11.0;20.0;1;17:00:00;-1;INT;SPO
VIT X COR 22-05-2016;2;2016-05-22;10.0;-54;-97;-70;-46;-18;-11;-7;-23;-24;-25;10;35;7;-40;-17.0;-12;-7;-79;-18;-14;-6;36.0;77;43;18;-35;-18;-61;-36;-21;25;-76;22;-36;-47;-28;-24;-4;-3;-10.0;-26;-15;-9;5;11;-1;6;43;26;15;9;5;75;40;14;3;44;46;17;5;-6;70;33;14;3;-6;49;-12;-12;-17;-14;-42;26;-5;1;-5;-5;24;-38;-26;-60;-44;-25;-20;-19;-15;-26;-39.0;-106;-31.0;0.0;3;17:00:00;1;COR;VIT
SPT X BOT 22-05-2016;1;2016-05-22;-3.0;2;16;-34;-11;-34;-25;-26;-13;85;46;-4;32;32;41;20.0;54;32;14;-35;-16;-11;3.0;-84;-52;-26;-22;-19;8;8;-7;-2;-8;2;-52;-27;45;14;-23;-3;-5.0;30;-26;-1;4;34;-12;-34;-15;-6;-5;4;-42;-20;-9;24;10;-31;-3;5;1;6;-20;-10;-8;-6;4;10;-27;-12;33;22;20;16;7;4;-3;-23;10;38;12;20;-32;-11;-11;64;13;-25;11.0;10;6.0;70.0;1;19:30:00;0;BOT;SPT
BOT X CAP 25-05-2016;1;2016-05-25;-10.0;-11;-13;-11;-58;-40;-30;-23;-25;-33;78;-4;31;21;13;3.0;15;1;-6;-8;-9;-9;-1.0;-7;-6;33;25;9;-6;-11;-39;-29;-22;37;-19;-57;-38;-54;-32;-1;0.0;10;36;26;3;15;-8;-11;-41;-27;-43;-27;-78;-16;-11;-100;6;-61;-38;-27;-14;6;-20;-3;1;1;51;-4;32;55;-39;77;39;22;15;11;6;-4;-23;7;-4;-4;-5;-1;-4;2;-3;-4;-6.0;-18;-16.0;-55.0;2;20:30:00;1;CAP;BOT
FIG X SAN 25-05-2016;2;2016-05-25;-10.0;-52;-37;-28;34;18;12;37;21;-12;-7;-7;-10;-19;-11;-5.0;26;6;2;-32;-24;-48;-11.0;-35;-28;-12;-13;-7;-10;-7;-6;39;49;-8;24;8;-7;-79;-50;-7;0.0;-3;-32;-25;-25;-6;-20;-18;32;6;-8;-33;-20;-45;-27;-16;-9;-13;-33;-13;-8;-4;-1;1;-2;59;33;-12;33;18;9;-2;13;19;19;54;82;53;-6;36;32;19;11;10;9;13;17;14;27.0;-33;20.0;100.0;2;20:30:00;0;SAN;FIG
AME X VIT 26-05-2016;1;2016-05-25;10.0;3;2;-4;5;31;14;9;6;5;3;7;4;7;6;6.0;6;4;2;-5;-1;-3;6.0;23;14;14;14;19;14;13;22;18;10;5;11;6;3;1;11;-4;10.0;-5;-7;-37;-25;29;-17;-17;-4;1;-19;-4;-4;3;-2;-27;18;-18;-6;-20;-8;-13;-13;13;11;14;21;17;15;71;69;48;100;65;51;31;50;61;8;35;19;10;3;-1;-1;-81;-29;-17;-11.0;9;-7.0;40.0;1;22:00:00;0;VIT;AME
FLA X CHA 26-05-2016;2;2016-05-25;10.0;55;45;32;-75;-32;-16;24;6;38;26;10;29;-65;-25;-13.0;-4;4;8;7;7;7;15.0;22;20;14;1;2;7;1;1;3;3;13;-4;-34;-19;-10;22;5;5.0;-11;-3;6;2;12;1;2;-25;-12;28;13;40;27;18;11;-27;5;-41;-34;-20;-6;-3;1;2;7;5;-7;-14;-10;26;7;-5;-5;-86;-58;-39;-13;5;-7;-71;-60;-35;-17;-5;-22;-12;-9;-17.0;85;3.0;90.0;2;22:00:00;0;CHA;FLA
CFC X SPO 26-05-2016;1;2016-05-25;-4.0;-37;-16;-6;-5;-1;5;6;9;10;37;-1;-25;-2;7;-3.0;25;49;34;29;21;34;1.0;51;-42;-3;-5;-7;-9;3;5;2;31;-2;-43;-61;-30;-17;-14;-33;-5.0;-19;-11;-7;-4;-3;-60;-35;-54;-6;-5;-3;-3;-5;-8;-5;-38;-3;-37;-22;-8;80;43;28;21;13;-24;-20;22;2;-4;-5;17;3;18;7;1;3;-12;-68;-38;-19;-9;48;32;10;7;31;11.0;-52;-4.0;10.0;1;22:45:00;0;SPO;CFC
PAL X FLU 26-05-2016;0;2016-05-25;10.0;5;-3;-3;-4;-3;-2;-1;1;2;-2;3;23;12;-52;-27.0;-17;-13;15;32;16;7;-43.0;2;-10;-14;-6;-62;-34;-23;-17;-2;10;-26;41;20;12;12;36;-20;-75.0;26;11;10;9;-18;12;51;36;51;53;74;43;100;82;100;-9;72;32;7;-4;27;39;25;16;-23;33;-3;-17;-4;-9;-65;-43;-31;-39;-18;-1;-1;7;-2;-2;-3;4;-2;-2;4;72;38;19.0;3;7.0;5.0;2;22:45:00;1;FLU;PAL
STA X CRU 26-05-2016;1;2016-05-25;-10.0;-6;-3;-2;-5;-6;27;-30;-7;7;11;-11;79;49;28;15.0;-41;-86;-48;-30;-90;-56;-12.0;-29;-52;-37;-47;-28;-23;-42;-25;-18;-16;-17;-9;-8;-59;-39;-23;-43;-5.0;-8;-11;-8;-7;-39;-5;-4;-49;-100;-64;-39;-30;-20;-6;-9;-27;-10;-46;-23;-10;-2;79;47;27;14;7;-16;-2;-22;-14;-29;-6;-2;11;53;56;26;-19;-27;-74;-53;-44;-37;-31;24;9;9;14.0;-13;-4.0;35.0;4;22:45:00;1;CRU;STA
COR X PON 26-05-2016;0;2016-05-26;10.0;16;18;13;26;21;78;45;21;17;15;9;-4;-5;35;;58;39;29;23;11;4;8.0;2;-1;-1;-21;-12;-1;1;-1;24;18;18;14;9;6;2;1;6;0.0;36;14;35;23;14;-40;-16;-53;-33;-19;-7;-4;1;-5;8;13;11;69;34;24;52;33;13;11;10;11;12;9;9;77;52;57;54;52;30;-30;-9;5;71;36;19;11;4;3;-7;-10;-10;-10.0;8;-35.0;-50.0;3;12:00:00;1;PON;COR
INT X SPT 26-05-2016;0;2016-05-26;9.0;-8;-3;1;1;1;6;4;13;5;15;13;-28;-37;-27;-20.0;-8;25;13;17;9;4;55.0;-2;2;1;2;3;4;-3;-2;-34;-24;35;-18;-27;19;12;10;9;-50.0;3;64;41;22;21;11;34;38;24;16;71;42;25;16;46;15;29;64;40;22;8;7;-3;-7;24;9;-17;28;20;10;1;42;20;53;24;2;-7;-11;-9;-23;-10;-36;-18;-7;24;11;14;8.0;-9;-25.0;25.0;1;17:00:00;1;SPT;INT
CAM X GRE 27-05-2016;3;2016-05-26;10.0;-32;-45;-28;-17;27;13;47;33;-93;-42;7;43;14;10;14.0;14;6;4;-74;-41;-23;10.0;-18;-9;-1;5;1;5;2;-1;-50;-34;10;-20;73;73;45;30;53;-30.0;6;30;15;-23;5;-10;-9;-95;-59;-35;-23;-21;6;6;-4;1;-4;-5;-7;-8;17;13;15;16;-18;-2;5;9;11;9;29;90;58;40;24;11;49;-4;27;14;7;3;9;2;4;-2;-32;-16.0;-44;-2.0;5.0;0;22:00:00;-1;GRE;CAM
CRU X AME 28-05-2016;1;2016-05-28;-10.0;-1;5;-38;-15;-4;6;6;41;29;22;-5;40;26;35;23.0;36;26;22;24;99;58;-3.0;-60;-40;-24;51;17;14;60;40;79;51;-2;65;39;12;2;-36;33;5.0;73;50;62;42;-1;64;37;26;28;21;-46;23;-3;38;17;-5;20;76;51;49;35;22;14;15;72;47;-3;33;74;53;36;31;53;32;28;11;27;-1;9;5;83;50;28;-60;-25;-21;-3;-2.0;-1;7.0;-15.0;1;17:00:00;0;AME;CRU
CAP X FIG 28-05-2016;1;2016-05-28;8.0;8;40;28;19;-45;36;12;18;37;27;12;16;16;16;15.0;61;67;36;-27;-48;-37;10.0;-34;-29;-74;-40;-22;-7;-8;-4;-5;-46;4;-28;-16;-9;-5;45;36;-5.0;20;10;4;-3;-2;-4;-4;-4;3;6;35;15;9;-6;-5;8;-4;7;-4;62;74;20;18;18;3;-37;-35;-22;-16;-12;53;-88;-71;-45;63;19;15;-16;17;15;-25;-14;63;28;13;1;3;-2.0;-2;-1.0;-30.0;2;19:30:00;1;FIG;CAP
CHA X STA 29-05-2016;1;2016-05-28;1.0;12;61;97;54;29;23;40;54;37;27;1;19;7;-3;-8.0;9;10;10;10;10;9;1.0;14;6;-37;-15;-6;4;39;43;18;-77;1;-10;-5;-6;4;4;4;0.0;-2;4;5;62;1;37;22;18;11;-55;-30;26;16;17;22;47;21;47;38;28;22;23;16;4;6;62;31;40;32;28;20;11;50;33;23;17;10;21;3;12;7;4;47;28;17;16;21;70.0;15;7.0;25.0;1;22:00:00;0;STA;CHA
PON X FLA 29-05-2016;2;2016-05-29;10.0;-2;2;48;100;62;37;27;13;-25;-12;11;-11;-11;-47;-22.0;54;29;17;18;42;23;6.0;-24;32;17;10;13;10;-74;-40;-28;-16;4;-8;31;19;-134;-74;-2;5.0;-3;-3;-2;-6;35;-8;-9;-2;-3;3;3;-8;-10;-8;8;23;4;35;24;17;46;34;25;61;45;27;10;24;17;55;40;30;23;20;13;12;12;2;47;97;61;40;18;12;46;33;26;22.0;-4;7.0;75.0;1;12:00:00;-1;FLA;PON
SPT X COR 29-05-2016;2;2016-05-29;10.0;26;18;14;7;-23;-10;-9;-8;-3;1;6;1;1;12;3.0;3;3;3;17;-46;-18;3.0;42;19;81;78;50;35;44;19;8;3;22;13;14;11;24;19;55;-20.0;2;6;10;23;10;11;4;-28;-19;-21;-81;-42;-12;-1;7;2;14;39;26;23;12;-27;-6;33;9;-27;9;-87;-44;-25;-16;-14;-4;-4;-4;24;-69;8;-27;-10;-1;55;40;33;54;-35;-10;-11.0;2;1.0;-25.0;0;12:00:00;-1;COR;SPT
FLU X BOT 29-05-2016;0;2016-05-29;31.0;6;2;1;11;7;9;6;4;2;46;-20;57;34;16;10.0;3;6;38;16;-22;-8;-14.0;-11;-5;29;-32;-9;-6;-5;-6;-2;14;-7;5;2;5;61;34;19;20.0;-2;-1;-7;-5;-48;-9;74;39;12;6;-12;-10;38;-23;-4;-35;-9;-12;-12;-8;-7;-6;-5;-5;-35;-23;-18;-36;-23;-11;-6;28;8;7;6;6;-3;-9;-3;-24;-12;-9;-68;-37;-23;-16;-12;-15.0;-10;-11.0;0.0;1;17:00:00;1;BOT;FLU
SPO X PAL 29-05-2016;0;2016-05-29;10.0;-35;-19;87;40;23;11;4;-6;-6;5;12;4;-11;-5;-7.0;-9;-13;-10;-8;53;25;7.0;4;-5;-4;33;17;43;26;16;2;1;-6;7;25;16;6;-4;-5;-5.0;-5;-6;-7;-7;-42;-8;-8;-18;-10;-5;-7;-43;-4;26;-30;-27;-8;-1;41;27;-24;-1;2;-1;2;64;-40;100;92;52;38;15;-3;48;24;11;43;-25;23;7;76;43;34;27;17;6;10;42.0;-68;26.0;65.0;1;17:00:00;1;PAL;SPO
VIT X CAM 29-05-2016;1;2016-05-29;-10.0;-23;-16;-11;-8;-13;23;12;43;25;15;-10;3;-5;-3;-40.0;-30;-23;-19;-18;-34;-10;-15.0;-36;24;1;28;30;15;-11;-100;-68;-47;-13;-33;-24;-13;-13;-13;-6;0.0;-6;-6;-31;-16;-17;-6;-5;-7;22;12;-9;-4;-6;-63;-35;-34;27;-43;-30;-9;-1;-30;-13;-5;7;7;-49;57;34;26;55;33;21;20;14;-8;58;-52;66;32;7;-16;-15;-17;-15;38;60;41.0;-34;25.0;-45.0;1;17:00:00;0;CAM;VIT
GRE X CFC 29-05-2016;0;2016-05-29;-10.0;34;-23;-1;5;-1;-2;-1;5;6;8;-45;11;13;11;15.0;43;24;31;16;1;-52;-26.0;-36;26;1;36;20;12;4;2;3;-3;-8;79;45;25;19;36;20;15.0;37;28;23;30;7;15;8;-44;-26;-9;-28;-50;-21;-6;-7;8;17;8;2;29;21;-32;-42;-26;80;35;11;22;15;48;-26;-3;-3;-3;-6;-3;-33;10;-31;-25;-22;-19;-10;-6;-4;-3;-2;-2.0;49;-2.0;-35.0;2;19:30:00;1;CFC;GRE
SAN X INT 29-05-2016;1;2016-05-29;-10.0;-6;-29;-23;-15;-5;4;8;4;-2;-49;-4;-28;-13;-4;-24.0;-43;-62;-32;-14;-13;-2;-1.0;3;4;5;-7;-3;-10;-9;8;-22;-8;2;28;10;2;-8;4;4;40.0;-37;-13;24;7;2;2;2;-2;29;9;-6;-7;4;4;27;-9;18;13;-19;-10;-6;7;2;9;12;-7;-2;-2;-5;-7;-13;-31;-15;9;4;5;10;7;35;30;25;100;72;-94;-25;-8;-5;40.0;4;0.0;-5.0;0;19:30:00;-1;INT;SAN
INT X CAP 01-06-2016;0;2016-06-01;-5.0;-5;-2;-10;7;7;-27;-35;24;-5;-4;-7;3;5;3;5.0;30;19;18;13;11;32;20.0;17;8;7;7;-25;-8;-11;-2;45;27;9;61;37;22;46;20;1;-25.0;18;8;3;-7;-35;-4;-5;-4;-7;-8;-5;-34;-26;-16;-10;-13;-6;20;9;1;-9;-8;-13;-19;-32;-45;-3;49;31;18;-32;-66;-50;-35;-10;-7;26;-30;11;2;1;-10;7;2;33;21;15;15.0;-16;2.0;10.0;1;20:30:00;1;CAP;INT
COR X SAN 02-06-2016;0;2016-06-01;-10.0;18;20;16;76;49;34;25;74;47;35;10;28;18;11;11.0;11;-20;26;24;54;37;1.0;29;46;65;35;19;13;-28;-8;-2;3;-26;27;25;19;16;15;12;;1;6;9;10;-7;11;22;15;11;33;22;14;-23;-15;-9;-60;-3;2;3;69;47;30;24;20;14;9;-31;12;38;29;19;13;19;11;13;4;8;46;10;72;88;94;66;45;17;22;13;10.0;28;4.0;10.0;1;22:00:00;1;SAN;COR
CFC X CHA 02-06-2016;4;2016-06-01;-10.0;100;-64;-26;-73;-46;-7;3;-32;-19;-18;-5;-20;-19;-18;-14.0;-7;-78;-44;-29;-24;-26;-3.0;-18;-9;67;-64;-18;-14;57;14;12;6;-1;-82;-51;-30;29;55;12;-35.0;14;15;12;15;-39;11;-72;-37;-21;-1;2;10;15;2;-7;-20;-12;-11;-11;37;19;14;15;11;60;33;-5;21;19;-28;-11;7;7;10;15;13;12;-1;16;84;14;-41;-16;-7;54;31;24;19.0;5;-80.0;80.0;3;22:00:00;-1;CHA;CFC
STA X SPT 02-06-2016;1;2016-06-01;-10.0;-91;-59;-2;-52;-37;-22;-38;-31;-7;8;-10;-5;-5;36;26.0;21;12;11;8;13;37;-10.0;7;6;5;44;28;27;20;16;16;6;-15;-8;-3;5;5;7;1;20.0;1;3;4;5;-12;10;8;27;13;5;-3;-4;-14;-1;37;-49;25;13;-27;-7;29;14;5;-34;-22;-26;-30;-12;-14;-8;-21;-58;-37;-24;-26;-16;-33;-24;-67;-39;-17;-9;-3;-5;21;10;1;-65.0;-15;-62.0;-90.0;0;22:00:00;-1;SPT;STA
CAM X FLU 02-06-2016;1;2016-06-01;10.0;7;-28;-12;-1;3;2;-28;-21;-17;-11;8;-7;-70;-37;-18.0;-6;4;13;14;10;17;53.0;5;-40;-43;-22;-15;37;20;19;8;1;64;-5;-6;-2;3;2;9;5.0;13;2;10;5;41;3;-1;4;-17;-4;4;29;25;19;14;26;11;13;10;9;8;-34;-11;7;10;10;28;58;39;52;37;54;75;96;57;70;41;13;23;12;-43;-21;-10;-4;3;-3;8;36.0;4;53.0;20.0;1;22:45:00;0;FLU;CAM
