game;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
AUG X BMG 26-08-2017;2;2017-08-26;45.0;-18;-12;-37;-17;-11;-6;-9;-9;-11;12;76;5;6;7;-8;4;-6;-8;-9;-8;42;43;18;-123;-73;-43;-7;-7;-34;-15;-7;-9;24;22;12;68;26;61;-6;-5.0;6;2;22;19;19;72;93;96;56;34;17;7;2;2;3;18;24;11;8;7;7;51;39;27;19;15;68;34;12;20;-18;-41;-29;-24;43;24;21;-78;21;17;31;53;36;-25;21;14;50;30.0;-16;100.0;20.0;2;11:30:00;0;BMG;AUG
BLK X TSG 26-08-2017;2;2017-08-26;9.0;51;51;28;16;29;19;17;37;31;26;13;19;28;37;23;15;11;7;28;27;8;8;4;-5;6;75;45;31;24;43;24;48;5;32;18;42;30;21;17;25.0;-2;6;-70;-34;3;81;32;16;20;41;23;19;21;13;37;6;23;14;9;7;3;3;23;15;4;3;7;1;-100;-69;-46;-33;-46;-16;-6;-40;-20;9;-6;-1;4;47;25;18;13;41;24;12.0;32;10.0;10.0;2;11:30:00;0;TSG;BLK
SGE X WOB 26-08-2017;1;2017-08-26;10.0;-71;-50;-33;-20;-12;-2;-5;-7;-4;-9;18;9;-2;34;12;-8;-7;-72;-43;-22;-18;9;-30;-14;-10;-2;30;20;38;18;6;-5;-22;11;10;100;89;43;25;0.0;98;52;25;8;-17;-6;-12;-12;7;2;8;47;26;22;10;-23;2;-4;-5;-6;-6;-1;6;13;13;9;-20;-6;-6;-10;-4;7;4;5;5;-7;-24;-16;-6;-1;8;21;19;15;9;3;4;11.0;-12;30.0;105.0;0;11:30:00;-1;WOB;SGE
STU X MAI 26-08-2017;0;2017-08-26;4.0;-5;23;10;1;-43;-26;-20;-10;-9;-1;6;5;2;25;12;9;-9;4;4;4;1;7;-67;-68;-33;24;5;16;35;-22;44;17;13;12;-36;-11;-5;3;-3;0.0;-9;-26;-16;-6;12;29;-24;-1;99;95;47;34;50;22;-26;3;-8;35;19;16;15;48;16;34;18;8;2;-2;-2;29;16;36;27;20;13;11;13;-5;11;34;18;3;-8;-11;-56;-77;-79;-50.0;-4;57.0;-45.0;1;11:30:00;1;;STU
SVW X BAY 26-08-2017;2;2017-08-26;-10.0;-73;-50;-55;-30;-20;-11;-33;-19;-12;-8;-66;-6;-8;-10;-11;-11;-17;-12;-50;-72;-40;-35;-21;-10;68;34;8;-6;-6;-14;-13;-42;-25;-27;-43;-27;-18;-9;-7;-5.0;-30;-20;-58;-35;-18;-27;-20;-18;-10;-8;-2;-68;-82;-51;-60;-14;-41;-19;-8;-10;-9;-10;-11;-11;-6;-33;-50;-24;-19;-16;-94;-59;-40;-100;-100;-62;-39;-91;-26;-12;-7;-7;-7;-12;-10;-8;-13;-10.0;-61;-4.0;0.0;0;11:30:00;-1;BAY;SVW
DOR X BCS 26-08-2017;0;2017-08-26;2.0;22;15;13;10;50;33;100;68;41;28;2;23;15;20;33;19;11;7;-23;-6;7;7;47;-44;7;7;9;8;9;6;3;2;10;1;-5;3;3;3;44;;34;22;15;11;11;46;16;37;29;20;11;10;46;75;47;42;49;30;21;-19;-4;-32;-38;-51;37;30;35;-24;-9;-6;-4;-7;-30;23;5;4;40;45;28;17;12;74;48;50;64;37;20;14.0;31;10.0;-105.0;2;14:30:00;1;BCS;DOR
RBL X SCF 27-08-2017;1;2017-08-27;10.0;87;57;34;24;23;13;12;24;17;12;-20;10;33;19;11;-65;-27;-13;25;14;18;-2;16;6;-4;42;-30;31;-40;-58;49;12;26;4;5;11;6;37;4;5.0;46;31;100;74;13;100;50;60;52;56;100;100;98;57;32;-22;12;10;5;4;4;9;7;5;10;2;-10;2;8;46;59;37;23;15;12;2;12;-2;54;74;65;71;23;14;8;6;70;46.0;-8;35.0;0.0;4;11:30:00;1;SCF;RBL
H96 X S04 27-08-2017;0;2017-08-27;-2.0;2;2;-3;2;2;-3;3;64;41;33;-3;23;-21;-35;-15;-13;-19;29;57;33;24;-3;15;41;21;37;21;22;10;-16;-7;-6;11;-6;-35;-26;-22;-14;-2;-5.0;-1;-1;-1;-1;9;-1;-20;-12;30;12;7;5;-8;-12;-14;11;-44;-22;-8;5;5;15;5;80;44;2;1;-5;-6;-38;-35;-26;-18;-13;-9;-7;-37;-1;-31;-17;-14;-12;18;4;-33;-20;-14;-8.0;-1;-7.0;-65.0;1;14:00:00;1;S04;H96
HSV X RBL 08-09-2017;2;2017-09-08;3.0;-29;-21;-43;-54;-32;24;-4;4;2;-43;4;-29;-21;-21;-12;-7;22;7;6;-8;33;5;10;-7;-7;-1;-4;19;18;5;-6;-7;1;-61;-63;-37;-22;-13;-9;0.0;-2;-2;-3;19;-32;4;27;10;1;-6;-8;-12;-14;-16;-22;-50;-31;-16;27;7;-19;-29;-65;-44;-100;-58;-34;-36;-21;-10;-23;-47;-66;-25;-21;-36;-55;-54;-56;-45;-62;-61;-62;-33;-17;-33;-28;-14.0;-43;-3.0;0.0;0;16:30:00;-1;RBL;HSV
MAI X BLK 09-09-2017;1;2017-09-09;-10.0;-38;-25;-19;-16;-14;19;1;-7;-4;3;-7;28;14;6;-73;-39;-24;-12;-13;-8;-1;-6;-1;-1;-1;-2;-7;4;1;26;21;8;-5;5;3;1;1;1;1;80.0;-19;-15;21;1;-4;1;-2;-2;4;3;20;-37;-16;79;38;-7;49;25;-27;-19;-13;-36;-23;-13;-9;-52;-10;-34;-20;65;25;13;29;-34;-18;-14;57;-11;-34;-10;-9;-9;-13;-9;-8;-13;-10;-53.0;-12;-39.0;-30.0;3;11:30:00;1;BLK;
AUG X KOL 09-09-2017;0;2017-09-09;-4.0;3;1;-1;7;42;19;7;2;-5;-35;-6;-18;51;99;55;28;9;-7;-35;-26;-15;5;-29;-17;-13;71;33;16;-25;-74;-56;-30;-24;-15;-9;3;3;9;27;55.0;16;10;27;16;-15;3;-5;-6;-4;-13;-13;-12;-12;-13;-13;-16;-13;-13;-13;-53;-17;-11;-11;-12;-9;-32;-14;-24;-24;-9;-5;-1;-1;59;34;-26;-9;20;-16;-45;-57;-27;-10;28;-28;-2;17;-34.0;7;-50.0;5.0;3;11:30:00;1;KOL;AUG
BMG X SGE 09-09-2017;1;2017-09-09;-10.0;-8;7;-5;-81;-47;-72;-77;-47;28;-22;-40;28;21;49;37;27;16;12;12;-93;-47;-13;-48;-23;-13;12;12;15;9;31;24;15;-5;-54;-25;42;-41;-12;-6;0.0;27;20;23;7;-1;3;6;8;9;11;12;100;100;86;30;28;17;3;13;12;22;39;29;22;24;44;15;85;52;27;16;8;21;13;9;6;4;4;36;22;-30;-11;29;-32;-18;-9;-10;-28.0;4;-15.0;65.0;0;11:30:00;-1;SGE;BMG
SCF X DOR 09-09-2017;0;2017-09-09;6.0;-5;-38;-34;-18;-9;-11;-9;-11;-12;-14;-4;-15;-9;-12;-14;-10;28;23;2;-12;-12;-3;-25;-22;-19;-17;-22;-39;-35;-57;-41;-31;-5;-44;-33;-64;-45;-64;-43;-5.0;-8;-51;-93;-67;-7;-47;-35;-24;-17;-46;-64;-45;-68;-47;-37;-8;-27;-22;-17;-60;-40;-54;-37;-27;-12;-12;36;-25;-20;-22;-55;-34;-20;-17;20;-36;-21;14;35;7;-31;-19;-16;-48;-38;-36;-26;-21.0;4;-15.0;-20.0;0;11:30:00;0;DOR;SCF
WOB X H96 09-09-2017;1;2017-09-09;10.0;-1;2;-29;-15;-11;-12;-7;-2;-1;32;7;20;14;10;-9;6;-4;2;2;2;2;-4;8;11;-6;-1;-7;-11;38;16;7;2;1;-3;-9;-7;-6;-5;-8;0.0;0;-6;-8;9;-4;6;-69;-35;77;34;15;10;1;42;22;3;14;10;22;56;94;50;25;3;-5;-32;-4;-23;-17;-3;7;30;25;-74;-33;-19;32;-7;11;13;10;8;-3;-28;-19;33;13;53.0;-1;0.0;10.0;1;11:30:00;0;H96;WOB
TSG X BAY 09-09-2017;0;2017-09-09;-9.0;-12;-10;-9;-5;-6;-6;-11;-7;-9;-10;-13;-16;-12;-11;-9;-49;-28;-19;-14;72;37;-21;18;-34;-20;-21;-15;-10;-5;9;1;-7;-17;19;7;-23;18;2;-3;-70.0;38;19;9;-8;-34;-28;-22;73;33;19;12;6;-2;-9;-13;-18;-70;-44;-74;-46;-29;-20;-19;-11;-14;-11;-11;-3;-44;-29;-12;-43;-31;-21;-23;-20;-20;-52;-22;-60;-42;-32;-21;-19;-88;-53;-32;-24.0;-22;-15.0;-30.0;2;14:30:00;1;BAY;TSG
BCS X SVW 10-09-2017;1;2017-09-10;8.0;-19;8;2;2;3;-4;7;-5;-31;-24;7;-11;-3;-36;-14;-8;-5;-3;5;2;-13;12;-13;-19;-15;-36;-9;8;-18;-20;-17;68;-71;36;25;19;15;8;9;0.0;30;17;35;21;-38;1;0;0;-2;-1;7;15;46;24;-43;-63;-53;-33;-24;-10;-44;-25;23;7;1;-24;-14;-15;-14;-50;-30;-12;-8;-6;-1;59;12;-5;1;-42;-25;-20;-12;-8;-3;7;9;17.0;-32;55.0;-35.0;1;11:30:00;0;SVW;BCS
S04 X STU 10-09-2017;1;2017-09-10;4.0;18;12;8;7;3;3;4;10;3;-3;5;-2;-39;-28;-22;-17;-15;26;4;-3;-6;5;-7;-11;-11;25;10;-30;-17;-19;-18;-50;34;-32;-100;-58;-41;-28;2;5.0;-4;87;51;100;56;64;39;17;6;-7;-4;-3;5;1;-31;25;-17;25;33;15;12;7;3;-7;-10;-67;7;-19;21;1;-5;-5;-12;-13;-12;-12;-11;-8;26;6;25;41;26;14;10;6;4;-3.0;31;-23.0;;3;14:00:00;1;STU;S04
H96 X HSV 15-09-2017;0;2017-09-15;-10.0;20;15;12;11;9;9;3;3;3;3;8;28;53;28;16;47;29;18;19;12;11;-4;39;24;14;7;3;45;17;11;-24;-13;-26;-35;-19;-5;11;8;8;30.0;11;13;14;10;-40;6;84;76;37;58;45;26;19;18;8;-19;30;43;55;33;19;10;4;-2;24;12;-5;6;2;10;-5;-24;-54;-32;-19;26;15;7;11;-26;10;75;37;22;11;32;-29;-20.0;27;-7.0;-120.0;2;16:30:00;1;HSV;H96
BAY X MAI 16-09-2017;0;2017-09-16;7.0;-15;-2;83;41;21;15;77;-42;9;12;9;100;97;90;100;100;100;71;17;6;38;13;27;58;44;33;25;67;37;32;24;-35;15;-11;-1;-16;-40;-16;-4;;6;7;11;41;16;34;70;96;62;84;74;48;27;53;35;21;21;19;19;28;15;10;42;-24;-58;-31;-20;-16;13;4;30;21;56;41;-27;79;48;-19;29;50;35;16;10;6;7;-34;-21;-7.0;-37;45.0;;4;11:30:00;1;;BAY
SGE X AUG 16-09-2017;2;2017-09-16;3.0;8;-4;4;-4;-7;-1;-4;-3;40;21;-3;12;-69;-30;-23;-11;-2;8;51;77;47;-2;17;55;23;9;4;12;3;13;14;9;-39;5;3;42;18;8;8;-25.0;4;6;12;1;-17;4;36;24;21;43;35;3;6;33;27;-5;51;41;34;28;-19;-3;-1;46;-29;6;6;9;11;9;13;18;16;4;-65;-100;-35;12;106;55;43;42;52;39;19;8;36;22.0;47;15.0;50.0;1;11:30:00;-1;AUG;SGE
STU X WOB 16-09-2017;0;2017-09-16;4.0;-2;6;11;18;36;-30;26;57;37;29;8;21;11;9;-7;3;3;10;13;-43;-22;6;-14;-4;-7;-5;-7;-13;-12;-11;-10;-53;4;-57;-30;44;95;66;11;5.0;12;5;1;-3;3;-23;-15;-10;-7;-10;-13;-11;-5;-6;-7;3;-7;-8;-19;-15;-13;-12;-11;-14;-11;-9;-2;27;9;3;-8;-5;-7;28;11;44;24;4;-23;28;14;3;-3;-3;-5;-6;-6;-6.0;-2;-6.0;-45.0;1;11:30:00;1;WOB;STU
SVW X S04 16-09-2017;2;2017-09-16;-10.0;17;18;13;11;7;1;3;2;5;3;-3;16;84;30;-37;-13;23;5;9;14;15;3;-29;-53;-25;-16;-3;-2;9;52;83;20;3;11;-16;-46;-34;-15;-3;10.0;27;12;4;-4;-3;-33;-25;-23;-17;-19;-7;-2;2;1;3;4;3;33;20;10;-33;-28;-21;-15;-11;-12;-3;-5;-1;7;24;26;16;-19;-4;-2;-1;-6;31;45;2;-60;-72;-42;-54;-28;-10;-15.0;19;-17.0;-25.0;1;11:30:00;-1;S04;SVW
RBL X BMG 16-09-2017;2;2017-09-16;10.0;42;48;27;35;17;12;24;18;60;77;8;52;67;34;21;9;4;-67;-34;-15;-3;-29;6;52;62;44;33;27;9;2;-6;-8;-9;-10;-11;-24;-12;-7;-4;;-27;-21;-13;-7;25;-4;-1;-3;-35;-29;-20;-33;-50;-28;-17;19;-19;36;-36;-40;-24;25;7;15;9;3;25;-3;-8;-57;-41;-18;-4;7;2;-5;1;18;-1;50;32;18;-16;-8;-9;-7;-5;26.0;15;-40.0;-15.0;2;14:30:00;0;BMG;RBL
TSG X BCS 17-09-2017;1;2017-09-17;-10.0;27;12;-1;2;7;2;-31;-12;-3;-4;6;-7;-2;21;10;6;4;2;1;-1;-1;6;-1;55;31;23;14;-11;-7;-6;-39;-19;2;-6;-5;-4;-2;-15;-43;;-28;-10;7;7;-1;8;-22;-51;-32;-20;-8;-79;-40;-15;-4;-1;5;15;-26;49;26;13;6;4;4;4;100;11;10;14;12;35;27;12;8;1;2;91;37;18;12;9;11;6;20;13;9;6.0;48;5.0;45.0;1;09:30:00;0;BCS;TSG
BLK X SCF 17-09-2017;0;2017-09-17;-10.0;33;21;16;16;16;16;16;46;38;29;-9;14;9;79;48;50;38;45;14;15;9;-11;100;66;44;76;90;78;53;39;22;-13;-30;-1;3;3;8;12;13;;19;10;-31;25;-10;9;5;3;4;7;31;50;31;20;13;73;-20;-4;-2;-1;6;28;16;40;25;15;82;38;64;-39;2;12;42;14;9;-6;30;52;14;33;19;17;-15;-24;-11;81;53;37.0;45;6.0;0.0;4;11:30:00;1;SCF;BLK
DOR X KOL 17-09-2017;0;2017-09-17;10.0;-11;-1;-6;7;7;9;9;9;9;49;6;9;-5;47;35;25;24;42;56;26;18;49;33;51;86;80;54;37;62;65;25;23;32;17;11;-36;-13;-4;5;115.0;6;37;26;49;26;58;38;48;40;24;15;11;2;7;61;22;43;67;77;40;25;-25;-14;-16;-9;-5;20;40;27;16;9;9;-41;-23;-14;32;20;6;21;-34;-5;7;7;52;37;20;46;26.0;2;46.0;0.0;5;14:00:00;1;KOL;DOR
BMG X STU 19-09-2017;0;2017-09-19;5.0;-8;-7;8;11;14;26;71;52;35;12;7;1;-4;7;7;11;6;3;1;-1;-1;8;-1;-1;-5;-4;40;29;25;22;4;-1;8;-2;24;40;23;12;-20;-5.0;-25;-9;-5;-3;8;-2;6;29;74;41;25;16;8;82;50;8;31;19;10;-1;-2;-1;-1;-1;-35;-20;-22;-27;-11;-12;-1;-1;74;42;22;9;-24;-12;-12;-33;-50;-26;-44;-53;-25;-20;-14;-13.0;-9;-13.0;-55.0;2;14:30:00;1;STU;BMG
AUG X RBL 19-09-2017;0;2017-09-19;10.0;-3;-3;-2;19;3;-2;-45;-38;-32;-26;38;-48;-35;-25;-13;50;17;12;6;2;-3;28;-6;-3;-8;-10;-12;-23;-13;-31;-18;20;22;7;-5;-5;-30;-28;-21;;-54;-34;-19;-16;84;-19;35;-22;-25;-21;-13;-11;-7;-4;-7;44;35;12;1;-66;-64;-68;-46;-33;-21;-16;22;34;9;4;-7;-8;-39;39;23;8;-12;10;-7;-38;-30;-29;-17;24;8;-7;-7;-10.0;4;-11.0;-30.0;1;16:30:00;1;RBL;AUG
S04 X BAY 19-09-2017;3;2017-09-19;10.0;-41;-95;-87;-52;-28;-61;-43;-25;-21;-14;2;-6;-3;-3;3;38;-78;-39;-28;-22;-46;-4;-97;-57;-15;49;29;23;15;-8;-11;-14;-28;-11;-9;-7;-10;-8;-6;;23;6;-5;-5;-19;-7;-11;-41;-59;-12;-9;-7;28;20;8;-13;32;17;-43;-42;-32;-23;-16;38;12;-25;-13;-14;-7;26;4;-13;-11;-89;-53;-29;-14;-32;65;43;25;14;7;-1;-1;-1;2;-74.0;-59;-46.0;0.0;0;16:30:00;-1;BAY;S04
WOB X SVW 19-09-2017;1;2017-09-19;10.0;14;14;10;37;25;21;23;16;5;5;7;5;92;60;35;22;15;9;7;5;89;-14;59;41;30;24;39;31;21;15;11;7;-1;47;31;-22;-28;-9;-7;;-3;-28;108;57;4;31;-43;-9;-15;34;7;7;-76;-42;-27;6;-20;-16;-34;-19;-11;-6;6;-5;-29;-16;9;26;9;-25;-26;27;11;13;34;20;4;12;1;-5;-9;-78;-18;-13;-13;-13;-49;-33.0;37;-17.0;60.0;1;16:30:00;0;SVW;WOB
KOL X SGE 20-09-2017;1;2017-09-20;-5.0;19;17;9;3;-2;2;28;17;36;19;-9;13;-8;-37;-55;-49;32;3;-71;-3;43;-10;40;57;37;23;14;-42;-18;-7;-5;5;-6;2;-1;-1;60;29;30;-70.0;13;3;-7;-8;-5;34;16;-25;-12;-11;-6;4;5;6;-11;-4;-9;-34;-24;-58;-30;34;15;53;40;69;-3;44;61;24;50;29;19;11;10;6;11;-3;33;22;5;-48;-20;-7;7;-8;-12;-6.0;-3;-3.0;30.0;0;14:30:00;-1;SGE;KOL
MAI X TSG 20-09-2017;3;2017-09-20;-10.0;12;38;29;15;14;18;11;84;39;17;-14;8;-8;-8;-86;-53;-34;-55;-37;25;-6;-6;-11;-98;-89;-80;-50;-32;-15;-15;-11;-11;-1;-30;-24;-55;-53;-8;7;-95.0;45;27;17;6;3;59;23;10;2;-8;-14;-5;-1;48;30;42;25;17;52;-73;-33;-26;-47;-31;-23;-13;83;-8;-57;45;1;-26;-14;-33;-27;-15;-1;25;56;35;21;13;7;1;25;15;-30;-6.0;14;-2.0;-85.0;2;16:30:00;-1;TSG;
SCF X H96 20-09-2017;1;2017-09-20;-10.0;16;6;-4;-5;-7;-9;-9;-34;-51;-10;25;-6;-13;-34;-25;-18;-67;-61;-66;-45;-18;5;-2;-1;30;22;100;100;80;47;33;55;1;5;-4;2;2;-1;1;;32;15;4;-45;-5;-23;-42;-21;-16;-10;26;14;37;26;20;-5;10;13;39;20;17;15;-80;-38;-18;-2;-9;-38;-12;20;10;55;60;35;3;5;-32;23;-12;-1;5;8;100;77;40;23;13;-1.0;8;0.0;20.0;1;16:30:00;0;H96;SCF
HSV X DOR 20-09-2017;3;2017-09-20;15.0;-18;-4;-2;6;4;3;-2;-37;-25;-11;7;37;8;-43;-22;-16;-94;-30;-7;-1;3;-5;4;23;46;26;-42;19;-67;-44;-28;-45;-4;-30;-10;-3;8;21;-5;0.0;3;2;9;4;-1;1;-2;-1;-3;-3;44;28;15;8;-7;-56;9;20;10;-102;-63;-34;-58;-36;-15;31;-28;13;11;12;33;23;14;-30;-17;-5;-2;-40;-75;-41;27;7;5;10;-6;-21;-18;-26.0;-23;-11.0;0.0;0;16:30:00;-1;DOR;HSV
