game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Clearances_away_1ST;Clearances_away_2ND;Clearances_away_ALL;Clearances_home_1ST;Clearances_home_2ND;Clearances_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Crosses_away_1ST;Crosses_away_2ND;Crosses_away_ALL;Crosses_home_1ST;Crosses_home_2ND;Crosses_home_ALL;Dribbles_away_1ST;Dribbles_away_2ND;Dribbles_away_ALL;Dribbles_home_1ST;Dribbles_home_2ND;Dribbles_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Interceptions_away_1ST;Interceptions_away_2ND;Interceptions_away_ALL;Interceptions_home_1ST;Interceptions_home_2ND;Interceptions_home_ALL;Long balls_away_1ST;Long balls_away_2ND;Long balls_away_ALL;Long balls_home_1ST;Long balls_home_2ND;Long balls_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Possession lost_away_1ST;Possession lost_away_2ND;Possession lost_away_ALL;Possession lost_home_1ST;Possession lost_home_2ND;Possession lost_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Tackles_away_1ST;Tackles_away_2ND;Tackles_away_ALL;Tackles_home_1ST;Tackles_home_2ND;Tackles_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
ARS X BOU 2019-10-06;138 (76%);172 (78%);310 (77%);203 (80%);131 (69%);334 (75%);10;16;26;9;5;14;42%;54%;48%;58%;46%;52%;1;1;2;0;1;1;1;1;2;0;1;1;0;1;1;3;1;4;16;15;31;2;15;17;1;4;5;8;6;14;;;;;;;2/3 (67%);1/13 (8%);3/16 (19%);1/15 (7%);1/9 (11%);2/24 (8%);6/7 (86%);8/12 (67%);14/19 (74%);5/6 (83%);7/11 (64%);12/17 (71%);28;38;66;24;31;55;6;12;1;0;1;0;2;2;0;0;0;0;1;1;9;10;19;4;4;8;9/24 (38%);13/25 (52%);22/49 (45%);20/43 (47%);11/35 (31%);31/78 (40%);;;;;;;182;221;403;253;190;443;62;88;150;77;89;166;;;;;;;2;3;5;6;3;9;3;4;7;3;3;6;0;2;2;2;0;2;1;4;5;2;1;3;5;9;14;8;15;23;3;7;10;8;4;12;2;0;2;0;1;1;0;2019-10-06;4;41;22;14;40;17;8;-33;-21;-9;-8;7;-4;26;30;59;65;41;83;54;30;10;8;12;18;8;28;34;17;10;33;21;14;7;-13;5;3;3;-10;-9;2.0;-24;-15;-10;-7;12;-5;-17;-14;-14;39;13;-11;3;-38;-52;61;-28;-13;28;12;6;24;-30;-44;-27;-17;53;-12;-6;13;12;7;4;-4;-6;-8;-10;40;-2;-1;4;38;23;9;-49;-21;-10;14;65;20;5.0;1;11:00:00;1;BOU;ARS
BHA X TOT 2019-10-05;219 (80%);233 (85%);452 (83%);192 (79%);213 (85%);405 (82%);6;4;10;8;5;13;52%;53%;53%;48%;47%;47%;;;;;;;0;0;0;2;0;2;0;2;2;5;2;7;6;9;15;5;14;19;0;4;4;2;2;4;;;;;;;1/1 (100%);0/14 (0%);1/15 (7%);4/11 (36%);0/5 (0%);4/16 (25%);4/6 (67%);8/13 (62%);12/19 (63%);6/13 (46%);4/7 (57%);10/20 (50%);26;29;55;26;26;52;7;11;2;1;3;1;2;3;0;0;0;0;1;1;4;7;11;5;9;14;10/24 (42%);10/20 (50%);20/44 (45%);16/33 (48%);16/25 (64%);32/58 (55%);1;0;1;1;0;1;273;274;547;243;251;494;71;77;148;78;68;146;;;;;;;1;2;3;6;4;10;1;2;3;2;2;4;1;2;3;4;2;6;1;4;5;5;2;7;11;12;23;9;13;22;2;6;8;11;6;17;0;1;1;0;2;2;0;2019-10-05;2;20;7;29;10;16;4;-4;15;9;6;3;-15;-6;-2;7;38;43;1;4;6;4;86;8;4;38;65;37;13;51;29;16;11;52;8;3;-10;28;10;-15;29.0;12;-28;-44;-24;33;-11;-12;-55;-28;-1;11;42;23;-16;-3;21;4;12;45;50;39;20;47;22;-23;-53;14;-29;-17;-26;-16;-9;25;17;9;18;9;3;1;-4;-5;-42;-25;35;-35;-29;-21;-21;3;-25;-3.0;3;09:30:00;1;TOT;BHA
BUR X EVE 2019-10-05;199 (78%);163 (75%);362 (77%);103 (64%);112 (67%);215 (66%);17;16;33;12;17;29;62%;57%;60%;38%;43%;40%;1;1;2;0;0;0;1;1;2;0;0;0;2;3;5;0;2;2;6;9;15;11;11;22;6;3;9;1;6;7;;;;;;;2/15 (13%);1/10 (10%);3/25 (12%);4/11 (36%);3/7 (43%);7/18 (39%);2/6 (33%);3/6 (50%);5/12 (42%);1/2 (50%);4/8 (50%);5/10 (50%);23;28;51;24;36;60;12;5;1;1;2;1;1;2;;;;;;;3;4;7;7;11;18;11/31 (35%);20/38 (53%);31/69 (45%);7/35 (20%);11/36 (31%);18/71 (25%);0;1;1;1;4;5;254;217;471;161;166;327;82;79;161;76;73;149;0;1;1;0;0;0;5;4;9;1;5;6;3;1;4;1;3;4;1;1;2;1;2;3;1;1;2;1;2;3;3;6;9;7;8;15;6;5;11;2;7;9;1;2;3;0;2;2;0;2019-10-05;-4;3;8;39;24;18;-23;-12;-14;-13;-12;-5;-10;-23;-15;-52;-36;-23;-14;-7;20;18;-5;77;43;23;9;-13;-48;-53;-49;-32;-21;-48;-25;-46;-37;-23;-14;-8;11.0;17;5;-20;-16;-35;-16;-29;-51;-10;-7;-4;23;27;14;26;-82;19;10;6;-4;-26;-22;-27;-17;-8;5;-47;1;27;72;68;35;20;-17;19;-11;-4;-27;-53;41;4;8;11;16;38;30;10;-8;19;-16;-5.0;1;12:00:00;1;EVE;BUR
LIV X LEI 2019-10-05;140 (68%);215 (79%);355 (74%);190 (75%);196 (81%);386 (78%);10;7;17;3;8;11;45%;54%;50%;55%;46%;50%;0;1;1;3;1;4;0;1;1;4;2;6;0;0;0;0;4;4;16;11;27;12;13;25;4;2;6;2;2;4;;;;;;;1/8 (13%);0/11 (0%);1/19 (5%);3/10 (30%);2/7 (29%);5/17 (29%);5/12 (42%);8/13 (62%);13/25 (52%);10/13 (77%);6/11 (55%);16/24 (67%);28;26;54;32;31;63;17;9;3;3;6;0;0;0;;;;;;;11;8;19;9;5;14;13/34 (38%);15/32 (47%);28/66 (42%);21/42 (50%);20/37 (54%);41/79 (52%);2;0;2;1;2;3;207;271;478;253;241;494;101;80;181;92;73;165;;;;;;;0;1;1;5;9;14;0;1;1;3;3;6;0;1;1;4;4;8;0;1;1;2;2;4;7;9;16;13;6;19;0;2;2;7;11;18;1;3;4;1;0;1;1;2019-10-05;7;6;3;36;58;59;38;26;16;10;8;4;39;24;21;13;9;-17;-10;-44;-30;35;6;38;21;-33;-13;48;35;13;13;-39;-20;30;-12;42;24;11;50;34;13.0;14;28;13;54;26;37;36;18;30;2;-2;16;18;-10;-41;25;-48;-27;-18;-21;-19;20;14;30;23;17;20;3;35;22;-28;-10;-4;5;1;-7;-11;25;-74;-40;-11;-7;13;8;70;44;46;24;13;23;37.0;2;12:00:00;1;LEI;LIV
MCI X WOL 2019-10-06;96 (68%);53 (60%);149 (65%);318 (89%);316 (88%);634 (89%);5;10;15;6;5;11;29%;20%;24%;71%;80%;76%;1;0;1;0;2;2;1;2;3;0;2;2;2;0;2;2;8;10;17;26;43;2;3;5;0;1;1;3;6;9;0;4;4;0;0;0;0/2 (0%);1/3 (33%);1/5 (20%);2/13 (15%);6/23 (26%);8/36 (22%);7/14 (50%);3/5 (60%);10/19 (53%);6/11 (55%);4/8 (50%);10/19 (53%);23;31;54;27;22;49;14;11;2;0;2;0;0;0;0;0;0;0;1;1;4;11;15;6;5;11;12/36 (33%);11/28 (39%);23/64 (36%);25/38 (66%);19/25 (76%);44/63 (70%);1;1;2;1;0;1;141;89;230;356;358;714;64;53;117;68;77;145;;;;;;;2;2;4;2;7;9;2;1;3;2;4;6;0;2;2;2;0;2;2;1;3;4;5;9;10;8;18;8;6;14;4;3;7;6;12;18;0;2;2;0;5;5;2;2019-10-06;-11;21;18;21;24;18;40;30;40;27;34;-3;11;7;29;-43;-25;-11;14;-18;7;-5;11;-1;24;23;20;64;45;28;19;14;21;13;30;70;48;34;25;66;7.0;11;13;14;15;-18;41;35;28;24;24;18;17;16;42;34;-3;30;23;16;-36;-8;6;42;34;74;45;-12;62;36;13;18;47;32;26;19;22;16;32;16;-36;-1;39;27;34;40;46;56;38;21;38;-5.0;0;11:00:00;-1;WOL;MCI
NEW X MUN 2019-10-06;280 (86%);232 (86%);512 (86%);122 (75%);82 (69%);204 (73%);7;11;18;10;13;23;67%;71%;69%;33%;29%;31%;1;0;1;1;0;1;1;0;1;1;0;1;1;3;4;5;0;5;3;4;7;6;11;17;2;4;6;4;0;4;0;0;0;0;1;1;1/7 (14%);4/18 (22%);5/25 (20%);2/7 (29%);1/2 (50%);3/9 (33%);2/7 (29%);1/3 (33%);3/10 (30%);7/10 (70%);4/7 (57%);11/17 (65%);21;20;41;27;26;53;10;12;0;1;1;1;2;3;0;0;0;1;0;1;7;1;8;7;7;14;15/28 (54%);12/23 (52%);27/51 (53%);15/32 (47%);14/33 (42%);29/65 (45%);2;0;2;1;0;1;325;269;594;162;119;281;69;64;133;63;61;124;;;;;;;1;6;7;3;1;4;1;4;5;3;2;5;1;2;3;0;2;2;2;3;5;5;3;8;5;6;11;7;5;12;3;9;12;8;4;12;2;1;3;1;2;3;0;2019-10-06;10;-6;-9;-9;28;14;15;10;-8;8;-11;35;-9;-15;-20;-30;-19;-12;-42;-26;-10;42;33;22;18;9;8;-11;-11;18;5;-8;-11;13;-3;-4;-33;34;-10;1;-41.0;-26;-16;-4;10;-13;6;3;-7;-11;-17;-53;-37;-23;-22;-14;-9;-18;-32;-24;-30;-18;-18;23;-15;-10;-13;-9;-14;-50;-14;-32;-30;-38;-25;-49;-44;-2;-7;-6;-38;-24;-12;-13;-13;-38;-32;-23;-17;-1;-5;-23.0;1;13:30:00;1;MUN;NEW
NOR X ASV 2019-10-05;169 (82%);99 (72%);268 (78%);189 (81%);194 (82%);383 (81%);5;9;14;7;3;10;48%;37%;43%;52%;63%;57%;3;0;3;0;1;1;5;1;6;0;2;2;2;1;3;6;2;8;15;19;34;13;7;20;3;3;6;4;6;10;0;0;0;1;0;1;3/13 (23%);0/4 (0%);3/17 (18%);1/10 (10%);0/10 (0%);1/20 (5%);4/7 (57%);0/7 (0%);4/14 (29%);6/7 (86%);11/17 (65%);17/24 (71%);21;26;47;33;31;64;17;14;3;1;4;7;0;7;1;0;1;0;0;0;5;6;11;3;4;7;23/37 (62%);16/34 (47%);39/71 (55%);10/23 (43%);6/14 (43%);16/37 (43%);0;1;1;0;0;0;207;138;345;234;238;472;65;62;127;65;74;139;;;;;;;10;2;12;8;7;15;5;2;7;3;5;8;9;3;12;3;2;5;6;4;10;4;2;6;5;11;16;10;10;20;16;6;22;12;9;21;1;2;3;1;0;1;5;2019-10-05;-6;24;10;-65;-38;-42;-66;-26;20;9;35;-56;61;19;10;30;12;1;-64;-100;-61;46;-34;-29;-38;-19;-16;-37;-16;30;-15;-70;-36;-51;-74;-48;-25;-14;-1;25;25.0;13;6;26;17;-31;-49;-22;27;13;45;54;29;-16;-12;49;-18;26;15;-48;-13;25;3;-27;-5;4;6;-11;21;24;19;24;19;38;27;77;62;33;-22;10;-24;-16;-63;-39;-63;-52;-25;66;34;71;23;56.0;1;12:00:00;-1;ASV;NOR
SOU X CHE 2019-10-06;216 (79%);179 (70%);395 (75%);158 (71%);117 (65%);275 (69%);13;9;22;8;9;17;56%;59%;57%;44%;41%;43%;1;1;2;1;0;1;2;2;4;2;0;2;0;2;2;1;0;1;11;8;19;5;7;12;0;4;4;3;0;3;2;1;3;0;0;0;1/4 (25%);1/5 (20%);2/9 (22%);0/5 (0%);1/6 (17%);1/11 (9%);1/8 (13%);2/7 (29%);3/15 (20%);5/7 (71%);6/15 (40%);11/22 (50%);21;30;51;31;33;64;15;8;0;1;1;1;2;3;;;;;;;6;8;14;3;6;9;14/30 (47%);10/34 (29%);24/64 (38%);12/38 (32%);5/35 (14%);17/73 (23%);0;0;0;0;1;1;272;256;528;221;179;400;80;100;180;81;96;177;;;;;;;3;4;7;4;2;6;3;1;4;3;3;6;4;3;7;2;1;3;4;2;6;2;2;4;3;16;19;12;11;23;7;6;13;6;4;10;1;0;1;0;0;0;4;2019-10-06;3;-5;8;-41;-12;-4;3;31;-54;-23;-12;35;-6;-9;-7;-8;-9;-50;-33;-39;-21;-44;17;-17;47;52;33;26;19;36;13;5;-13;11;-65;-45;-30;-56;-34;-13;22.0;15;4;15;9;8;4;-67;-38;-23;21;11;12;8;19;27;45;-33;-13;-7;-7;-18;-10;17;-46;-67;-44;20;-29;-38;-26;-15;-7;38;34;22;14;-15;8;28;13;16;29;21;24;10;-8;-10;-70;1;-44;14.0;1;11:00:00;-1;CHE;SOU
WAT X SHE 2019-10-05;269 (86%);186 (77%);455 (82%);100 (70%);152 (70%);252 (70%);18;7;25;11;15;26;68%;53%;61%;32%;47%;39%;0;0;0;1;2;3;0;0;0;1;2;3;0;2;2;1;1;2;12;15;27;23;11;34;6;1;7;4;3;7;0;0;0;0;1;1;5/20 (25%);1/10 (10%);6/30 (20%);2/11 (18%);1/9 (11%);3/20 (15%);2/5 (40%);5/6 (83%);7/11 (64%);4/12 (33%);6/7 (86%);10/19 (53%);33;20;53;25;34;59;6;7;0;2;2;2;1;3;;;;;;;3;6;9;4;5;9;35/58 (60%);19/46 (41%);54/104 (52%);5/25 (20%);10/32 (31%);15/57 (26%);2;1;3;1;1;2;313;241;554;142;218;360;82;82;164;72;91;163;;;;;;;3;2;5;3;2;5;2;2;4;3;1;4;2;1;3;0;2;2;1;3;4;1;2;3;11;4;15;9;8;17;4;5;9;4;4;8;0;2;2;0;0;0;0;2019-10-05;-10;-36;-12;20;36;44;28;16;9;8;-48;-22;-31;-100;-100;-67;-96;-62;-60;-39;-27;-16;-17;-23;-17;-16;-44;-29;-2;-4;-5;-3;-5;-13;-7;36;64;36;15;-28;0.0;4;6;7;-5;-11;7;86;99;54;-41;-13;-32;-22;-7;-1;-29;1;-3;11;6;5;8;7;5;4;-7;-22;-10;-14;-11;-30;-23;-15;-10;-11;-8;-22;-27;-39;-25;-23;-18;-11;-12;-14;-4;-4;-5;-19;-4;40.0;0;12:00:00;0;SHE;WAT
WES X CRY 2019-10-05;242 (84%);153 (77%);395 (81%);234 (83%);192 (81%);426 (82%);14;6;20;12;15;27;51%;45%;49%;49%;55%;51%;1;0;1;1;0;1;1;2;3;1;0;1;2;0;2;0;1;1;10;8;18;8;6;14;2;0;2;1;1;2;;;;;;;2/6 (33%);1/3 (33%);3/9 (33%);2/5 (40%);3/10 (30%);5/15 (33%);6/9 (67%);7/9 (78%);13/18 (72%);2/2 (100%);4/6 (67%);6/8 (75%);29;23;52;25;34;59;7;11;3;1;4;1;0;1;;;;;;;4;5;9;5;4;9;18/37 (49%);11/29 (38%);29/66 (44%);11/24 (46%);17/31 (55%);28/55 (51%);2;2;4;2;0;2;289;200;489;281;238;519;72;74;146;66;65;131;;;;;;;3;2;5;4;4;8;0;1;1;2;2;4;2;2;4;2;2;4;1;1;2;0;1;1;5;5;10;9;10;19;4;3;7;4;5;9;0;2;2;1;2;3;2;2019-10-05;6;1;-6;-9;-32;-11;-12;-12;7;-4;-10;15;-13;-15;-32;-42;-29;-55;-31;17;8;90;20;59;35;50;64;22;9;1;-56;-20;-11;14;-10;-6;-48;-40;-28;-10;38.0;26;18;16;4;11;-3;12;43;28;78;41;-26;-14;-13;-41;9;-14;-9;-13;-54;-28;-17;-12;10;9;9;7;27;28;13;14;6;29;14;6;5;-11;6;-10;-8;-19;-15;-3;3;-11;-2;-6;4;6;-36;54.0;1;14:30:00;-1;CRY;WES
ASV X BHA 2019-10-19;199 (83%);199 (85%);398 (84%);134 (77%);237 (88%);371 (84%);13;4;17;8;1;9;58%;46%;52%;42%;54%;48%;0;1;1;1;2;3;0;1;1;2;2;4;3;4;7;2;6;8;14;14;28;12;4;16;5;0;5;5;2;7;0;0;0;1;0;1;5/16 (31%);0/1 (0%);5/17 (29%);3/17 (18%);4/14 (29%);7/31 (23%);2/3 (67%);6/7 (86%);8/10 (80%);4/7 (57%);16/18 (89%);20/25 (80%);26;18;44;22;29;51;17;9;4;2;6;3;1;4;;;;;;;3;7;10;7;4;11;9/22 (41%);12/25 (48%);21/47 (45%);8/27 (30%);10/17 (59%);18/44 (41%);0;0;0;0;1;1;241;234;475;173;268;441;61;46;107;66;53;119;1;0;1;0;0;0;7;4;11;7;9;16;4;4;8;2;6;8;4;1;5;5;3;8;4;5;9;2;6;8;6;5;11;1;5;6;11;9;20;9;15;24;2;2;4;1;0;1;1;2019-10-19;-6;-23;-22;-20;-42;-7;-55;-37;-27;-18;-11;-24;-9;-65;-26;-16;89;47;27;-24;-4;-42;-35;-31;-17;-80;-54;-58;-23;-15;11;77;84;-23;54;36;66;94;17;29;9.0;2;15;6;-4;23;-5;-22;68;73;37;35;8;3;5;22;30;9;12;-13;-24;-21;-15;-26;-21;15;-8;21;8;7;7;5;6;5;23;38;27;33;31;25;-15;4;-1;-3;20;15;36;36;54;8;38;74.0;2;12:00:00;1;BHA;ASV
BOU X NOR 2019-10-19;203 (81%);175 (80%);378 (81%);180 (81%);146 (79%);326 (80%);11;14;25;5;13;18;52%;54%;53%;48%;46%;47%;0;0;0;1;0;1;0;0;0;1;0;1;1;2;3;1;2;3;17;16;33;6;17;23;3;4;7;4;2;6;;;;;;;1/6 (17%);2/8 (25%);3/14 (21%);4/20 (20%);2/13 (15%);6/33 (18%);4/8 (50%);6/10 (60%);10/18 (56%);5/10 (50%);3/4 (75%);8/14 (57%);27;29;56;23;30;53;11;8;1;1;2;0;1;1;;;;;;;6;3;9;5;5;10;12/31 (39%);22/36 (61%);34/67 (51%);20/29 (69%);13/23 (57%);33/52 (63%);2;0;2;1;1;2;251;218;469;223;184;407;72;64;136;82;67;149;;;;;;;1;2;3;2;3;5;0;6;6;3;3;6;0;1;1;1;1;2;0;7;7;3;3;6;8;6;14;9;7;16;1;9;10;5;6;11;1;2;3;0;1;1;0;2019-10-19;4;-31;-2;4;53;25;14;2;-37;-33;-27;6;-36;-22;17;88;75;47;28;16;3;21;10;23;14;14;8;9;1;-4;-4;-6;-8;28;7;6;8;43;14;-9;-4.0;-1;2;16;12;76;9;7;6;14;3;-10;-80;-52;32;-11;52;-18;-9;-40;-22;-14;-5;-39;-24;-67;-39;33;-21;-12;-51;-45;-33;-16;57;28;12;-26;20;-18;-13;-6;-21;22;10;46;27;33;46;47;27;3.0;0;12:00:00;0;NOR;BOU
CHE X NEW 2019-10-19;95 (67%);77 (66%);172 (67%);290 (88%);262 (86%);552 (87%);9;9;18;9;14;23;31%;28%;29%;69%;72%;71%;0;1;1;1;3;4;0;1;1;1;3;4;1;0;1;1;3;4;12;19;31;6;10;16;0;0;0;3;8;11;;;;;;;3/5 (60%);2/5 (40%);5/10 (50%);2/11 (18%);3/16 (19%);5/27 (19%);4/14 (29%);3/6 (50%);7/20 (35%);4/8 (50%);10/10 (100%);14/18 (78%);28;17;45;30;41;71;12;9;2;4;6;0;0;0;0;0;0;0;1;1;4;2;6;4;4;8;7/26 (27%);11/27 (41%);18/53 (34%);18/30 (60%);11/16 (69%);29/46 (63%);1;0;1;1;0;1;141;117;258;328;306;634;72;72;144;69;74;143;;;;;;;1;2;3;4;11;15;2;2;4;2;2;4;0;0;0;2;6;8;2;0;2;1;0;1;9;3;12;14;9;23;3;2;5;5;11;16;1;0;1;2;0;2;0;2019-10-19;6;-12;25;15;14;16;54;46;83;56;85;9;57;35;31;16;8;-38;-14;34;11;-8;30;13;28;20;18;24;14;9;9;7;6;19;6;9;7;64;42;27;-6.0;-3;13;16;2;-16;2;7;4;7;10;73;67;100;66;50;5;65;44;54;39;45;30;30;85;99;98;5;66;44;27;70;62;69;73;46;26;16;6;27;95;31;20;29;22;9;1;-2;-1;-34;-42;-20.0;1;12:00:00;1;NEW;CHE
CRY X MCI 2019-10-19;284 (88%);311 (87%);595 (87%);84 (72%);123 (77%);207 (75%);7;14;21;5;8;13;75%;69%;72%;25%;31%;28%;1;4;5;0;1;1;3;4;7;0;1;1;1;2;3;1;1;2;0;13;13;17;9;26;4;4;8;0;1;1;2;1;3;0;0;0;6/21 (29%);2/8 (25%);8/29 (28%);0/0 (0%);1/8 (13%);1/8 (13%);5/6 (83%);11/16 (69%);16/22 (73%);4/5 (80%);7/8 (88%);11/13 (85%);23;33;56;17;30;47;10;8;0;2;2;5;4;9;0;2;2;0;1;1;1;5;6;14;8;22;17/24 (71%);21/33 (64%);38/57 (67%);9/27 (33%);12/30 (40%);21/57 (37%);1;1;2;2;1;3;324;358;682;116;160;276;66;70;136;50;65;115;;;;;;;8;9;17;1;4;5;3;5;8;1;2;3;7;3;10;0;2;2;3;1;4;1;1;2;6;5;11;3;10;13;11;10;21;2;5;7;0;1;1;1;0;1;2;2019-10-19;7;-5;-7;-5;-21;-38;-63;-100;-87;-79;-69;-11;-43;-26;-79;-52;-40;-36;-25;-36;-23;-12;-8;-6;-3;28;14;-33;-19;-47;-38;-53;-80;-14;-77;-96;-58;-37;-18;-27;9.0;5;17;18;9;-44;45;15;-31;-31;-25;-46;-54;-37;-29;-20;-32;-18;-17;-18;-24;-23;-20;-13;-14;-58;-41;-56;-31;-25;-14;-20;-48;38;57;-83;-36;-45;-42;-43;-69;-34;-17;-10;-1;-30;-45;-29;-22;-27;50;7.0;0;14:30:00;-1;MCI;CRY
EVE X WES 2019-10-19;150 (70%);114 (67%);264 (69%);172 (76%);118 (72%);290 (74%);11;11;22;14;11;25;48%;50%;49%;52%;50%;51%;0;0;0;1;1;2;0;0;0;2;1;3;0;1;1;4;0;4;17;9;26;3;6;9;0;2;2;6;5;11;;;;;;;0/1 (0%);3/4 (75%);3/5 (60%);2/13 (15%);3/11 (27%);5/24 (21%);9/12 (75%);3/5 (60%);12/17 (71%);4/10 (40%);5/9 (56%);9/19 (47%);36;26;62;39;32;71;15;15;4;5;9;1;3;4;0;0;0;1;1;2;3;5;8;8;4;12;8/29 (28%);12/36 (33%);20/65 (31%);18/30 (60%);16/33 (48%);34/63 (54%);1;3;4;3;6;9;214;170;384;225;165;390;97;81;178;85;73;158;;;;;;;1;4;5;8;4;12;1;2;3;2;3;5;1;3;4;5;5;10;1;2;3;3;4;7;8;5;13;15;9;24;2;6;8;11;8;19;0;2;2;1;1;2;0;2019-10-19;0;99;63;41;26;6;19;13;44;24;15;5;4;8;75;46;56;74;71;39;17;6;-14;-1;-3;-3;-28;-11;-5;5;1;14;7;-5;5;19;10;-13;-6;-5;4.0;8;13;1;-23;-17;-11;-33;-19;15;37;48;5;5;3;-1;56;24;13;26;55;30;46;31;-21;-31;-23;34;-9;-4;17;21;19;-11;24;16;73;46;26;30;47;47;-29;-2;-54;-35;-18;45;29;100;21;6.0;2;09:30:00;1;WES;EVE
