game;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
AUE X SAN 12-08-2016;;;-6;12;-41;30;-6;-1;-1;2;-1;-1;-1;-8;-1;-28;-15;12;8;1;4;4;3;78;-10.0;53;31;23;18;5;-11;5;-5;-8;-5;-6.0;-12;75;45;22;7;-1;-10.0;-1;-1;-84;-48;5;-88;-51;-29;-10;12;100;100;74;40;24;90;27;18;11;8;11;11;2;-104;-65;-38;94;-16;-8;3;-9;-22;-12;47;18;7;2;51;37;19;-29;-8;12;2;2;-5;6;2;30;27;5.0;;;;;
DUS X STU 12-08-2016;;;6;-2;-3;4;-2;-6;-35;-22;-15;-10;-12;2;-6;-5;4;13;7;-7;-42;-27;-18;80;-6.0;61;39;3;-51;-34;-22;-8;65;59;25;-23.0;14;8;-6;-4;-2;-16;10.0;-1;5;6;7;-14;7;3;-2;-1;74;51;28;-32;-14;-15;10;-11;-8;-44;-67;-36;-28;-25;-20;-8;-4;-1;77;65;30;9;-34;-46;-33;-52;-64;-39;4;-30;37;24;15;12;11;2;-2;4;9;-6;4;-20.0;;;;;
KAR X BOC 13-08-2016;;;1;1;-35;-19;11;1;1;3;7;-5;-30;40;-22;-13;-7;-4;5;2;-31;-11;-2;-1;4.0;5;-36;-13;-3;5;-76;-46;-22;-14;-13;3.0;6;8;25;26;16;-24;0.0;6;9;6;-29;-5;-8;-4;31;17;18;6;9;24;15;9;-16;1;-5;6;7;5;79;48;14;9;6;-12;6;28;18;17;11;7;-5;1;-4;-41;-10;-24;-13;-1;11;9;11;17;15;8;5;6;3;-15.0;;;;;
STP X EBR 13-08-2016;;;9;-18;-6;-1;13;8;3;9;12;8;7;-7;-38;-18;78;41;31;28;24;-38;-15;-57;-2.0;-32;-22;-10;-26;-7;5;-1;-1;-31;-22;14.0;-13;-88;-47;-30;-43;-25;-25.0;-21;-10;-10;12;5;29;15;5;4;33;13;14;10;2;7;-32;-34;-12;42;16;10;15;9;3;-74;-46;-18;-16;-3;-46;-45;-20;-16;-9;-41;-26;-14;-12;-32;-18;-66;-68;-39;52;18;81;51;31;-1;1;0.0;;;;;
H96 X FUR 14-08-2016;;;5;43;46;21;8;7;-30;-16;-4;-7;-9;2;-3;-16;-5;76;38;23;15;-37;-22;-14;1.0;-9;-11;-5;-4;-3;-3;19;-22;-7;-5;6.0;4;-1;4;1;4;-2;-5.0;4;-7;-3;-3;3;-29;-25;-46;-50;-37;-17;-17;-10;-1;-2;2;-34;-17;-17;-62;-34;-20;-19;-13;-6;-1;21;-83;-9;-11;-12;-3;77;32;18;100;100;73;63;37;11;-51;-34;74;30;17;-31;29;73;-76;-15.0;;;;;
MUN X ARM 14-08-2016;;;-1;-14;-8;12;5;26;21;18;31;19;16;2;10;6;-4;2;2;-29;-16;-58;-28;-16;1.0;-35;-19;-6;7;7;8;21;19;12;28;-4.0;43;31;9;7;-24;12;-10.0;8;7;11;9;42;17;42;27;13;-33;-13;-13;-5;3;4;29;4;5;-8;8;9;7;-18;78;43;32;18;21;71;38;24;20;18;8;1;2;7;6;5;9;12;9;-39;-13;-26;-44;-45;-52;-34;-35;5.0;;;;;
WKI X KAI 14-08-2016;;;-1;-20;-8;-7;-5;4;-2;4;21;11;-21;-6;-13;-84;-52;-26;-14;-24;-4;50;46;57;-4.0;54;31;-41;-17;20;-6;-2;-6;-8;-6;-3.0;-4;-23;-29;-22;-14;75;5.0;5;12;7;3;-3;-11;-25;-16;-9;-11;-21;-36;-21;-13;-7;-3;-3;-1;-5;-3;15;2;-46;-20;-12;-18;-42;30;14;-41;-39;-42;-28;-17;20;43;26;-26;15;8;3;-6;-9;-6;-9;50;20;7;-41;-6;5.0;;;;;
UNB X DRE 15-08-2016;;;1;-44;-75;-44;-31;-12;-17;-1;1;-20;-11;-10;-5;-3;11;11;67;70;72;38;18;7;-5.0;2;-19;-35;-20;-11;21;15;16;20;18;6.0;40;4;2;6;4;6;20.0;-5;27;20;18;1;12;8;9;6;24;20;18;11;8;79;-5;-54;-8;-3;2;-4;1;97;58;40;-75;1;-24;-20;56;26;21;13;13;9;36;22;1;14;8;10;4;3;-20;-9;-35;-20;21;-75;12;0.0;;;;;
HEI X WKI 26-08-2016;;;-1;5;-4;2;1;1;6;-4;-74;-37;-26;2;-15;-7;31;18;11;11;7;2;1;21;6.0;12;17;5;3;-30;-17;-15;-13;-2;1;19.0;5;3;62;42;25;44;5.0;1;31;25;16;12;5;4;1;71;48;30;-29;32;10;7;8;45;65;37;23;-34;-19;-9;-5;-3;-40;6;-62;-37;31;-5;-5;6;4;5;3;-5;4;6;37;21;68;45;22;15;49;-35;-5;7;-78;20.0;;;;;
SAN X STU 26-08-2016;;;-1;-6;-24;-11;9;-7;4;25;12;50;28;-26;15;-7;-7;29;11;5;-27;-14;-18;-18;-16.0;-13;-8;-2;3;-8;-5;18;10;3;-8;-11.0;-80;-61;-39;-30;-25;-31;5.0;-8;-1;-3;-3;-3;-2;5;-1;34;24;-36;-13;-8;20;-6;-8;7;8;9;33;29;16;-76;-45;-20;-13;-4;-8;4;-31;-12;-5;-6;7;80;44;22;-9;15;5;37;42;32;60;43;29;17;1;-7;-3;25.0;;;;;
BOC X H96 26-08-2016;;;1;-20;51;23;9;5;5;-5;-22;-17;-10;-35;-5;-52;-29;-21;-12;-6;6;39;29;18;-15.0;11;-30;-10;-5;-7;-3;-4;6;-40;-21;21.0;-36;-20;-7;1;6;-5;-5.0;11;27;17;11;2;8;5;7;40;25;11;12;8;8;-29;1;-17;-14;-37;37;11;13;-40;-45;-28;-16;3;-9;-1;1;76;41;-75;-73;-43;-25;-14;2;6;5;4;42;31;18;11;-60;-28;-16;1;-49;30.0;;;;;
KAR X MUN 27-08-2016;;;1;35;20;-21;-4;5;-1;5;-6;-1;5;1;2;-1;-1;-1;-1;-1;-1;5;2;2;-1.0;-10;-3;21;6;9;7;-5;6;43;16;-1.0;10;-40;-19;-18;-9;6;30.0;1;1;2;-4;5;2;-9;-13;-41;-28;-25;-17;-18;-27;-24;2;-22;-16;-2;-3;-5;-5;-26;-19;-20;-12;1;-8;-4;-8;-5;-4;-3;-22;-14;-24;-20;-1;-13;-87;-52;-31;-24;-10;-1;-6;4;-1;10;-1;20.0;;;;;
FUR X AUE 27-08-2016;;;10;21;12;18;-60;-100;-68;-34;-15;31;27;6;-30;-12;-7;-6;-3;1;-5;31;22;18;-25.0;11;7;8;5;33;20;12;2;2;1;-41.0;76;45;67;35;26;6;-10.0;43;41;100;21;-24;13;-19;-13;-7;7;-19;-36;-25;-14;-2;-9;7;-14;-3;-75;-44;-85;-58;-38;-16;-4;-10;2;8;5;44;21;18;6;-5;-2;-75;36;-54;-41;-63;-26;41;-25;-1;42;25;22;26;16;80.0;;;;;
ARM X UNB 28-08-2016;;;-5;-6;-3;-1;1;50;26;16;10;26;17;-2;16;15;9;9;6;3;-5;1;-5;-2;21.0;6;73;39;-30;11;4;-1;-40;-96;-57;36.0;-32;-17;-6;78;48;90;45.0;-4;-20;-15;-7;22;-8;-3;-39;-66;-43;-29;32;12;31;20;13;8;4;53;31;90;50;-74;-28;-15;-88;8;-50;-23;-12;-6;7;-9;-1;-29;-56;-2;4;-4;-1;-74;41;6;78;42;36;69;47;-5;1;5.0;;;;;
DRE X STP 28-08-2016;;;2;19;13;9;2;7;-24;-4;32;19;12;3;6;34;-29;-4;2;2;2;3;-19;-13;8.0;-6;12;-19;-5;-31;-17;-9;-2;2;3;11.0;33;21;9;6;-4;-5;-30.0;2;22;-29;-3;-29;6;31;17;12;7;24;12;2;1;1;-11;-5;-8;-4;-7;-4;-1;-40;-28;-16;-39;77;-23;-10;6;21;34;20;-20;21;4;-3;42;-8;-36;-31;-21;-50;-32;-19;-14;23;38;26;4;45.0;;;;;
EBR X NUR 28-08-2016;;;1;-44;-25;15;-1;4;-11;-5;-5;-8;-6;5;-3;5;5;2;-1;-1;40;26;15;73;3.0;47;-50;21;33;10;-60;-32;-50;-31;-18;7.0;6;26;17;70;77;56;120.0;-30;-17;-9;-10;39;-4;2;51;31;30;94;57;26;-39;-38;62;-27;-10;-4;1;3;38;18;12;8;-29;31;22;-54;-29;-21;-39;-28;-11;32;15;17;12;17;-20;-2;-5;6;1;2;76;46;100;-76;41;-60.0;;;;;
KAI X DUS 29-08-2016;;;1;5;4;-29;-14;-37;-1;17;12;8;-9;30;-1;2;2;1;-39;52;18;13;11;17;43.0;9;8;7;-27;-5;74;44;48;39;5;56.0;34;21;13;15;38;23;;16;12;5;53;33;34;83;52;-32;-5;-14;-9;-2;-7;-4;20;9;7;7;38;21;-37;-41;-21;-1;4;11;6;-38;-16;-68;-28;-24;-9;33;22;14;5;16;12;7;6;6;10;8;7;-18;-15;7;-7;-25.0;;;;;
AUE X EBR 09-09-2016;;;-5;-36;-47;-27;-24;-14;50;28;12;7;4;-2;30;17;-36;-19;-11;-12;-6;2;-4;7;-1.0;74;75;51;32;40;25;-34;-16;-8;-5;-1.0;-2;42;58;17;17;18;0.0;3;4;5;25;-1;52;33;16;16;9;-9;-1;37;22;15;-1;11;3;7;5;4;39;25;16;-59;-22;-5;39;12;10;34;-27;64;37;25;32;24;45;53;100;78;6;-29;-21;-18;-4;21;-74;24;2;-30.0;;;;;
WKI X BOC 09-09-2016;;;36;20;29;58;14;-41;-20;-13;-16;10;23;71;19;21;12;1;-1;-1;5;-6;5;-6;77.0;-1;-8;-11;-38;54;21;16;8;45;26;56.0;12;-8;-8;-10;-14;-11;-40.0;-3;-4;-5;4;43;-6;-10;-12;-8;-2;4;5;42;13;6;23;-27;-10;-10;74;18;6;2;-32;-25;-9;-16;-41;-21;-7;-4;-23;-12;-3;-3;-2;-1;-5;-1;-1;-1;-1;-41;-30;-13;-29;-58;-62;-4;-42;70.0;;;;;
STU X HEI 09-09-2016;;;1;-26;-15;6;34;21;-30;-54;-32;-16;31;-5;9;9;6;8;-5;6;-5;1;1;5;-2.0;-5;1;1;-1;-1;-1;-25;-15;-9;-35;6.0;40;32;19;11;3;-30;;30;5;9;6;32;1;6;3;12;47;9;-20;-7;6;-2;14;5;5;3;7;10;-25;-15;-33;31;1;-70;-70;-33;21;76;15;10;6;-75;-47;-25;-75;-49;-34;21;8;5;1;21;16;49;70;-49;37;-25.0;;;;;
UNB X KAR 10-09-2016;;;2;2;36;12;-29;-10;7;7;4;11;2;9;-4;47;100;62;33;48;23;6;15;10;8.0;5;4;13;8;21;8;6;8;1;7;13.0;-9;-32;-18;-9;77;43;5.0;42;26;13;-28;16;-39;-19;-39;-16;-10;-26;-14;-4;3;3;17;9;82;51;28;9;8;-38;-24;-16;18;17;2;-8;-8;-12;-10;-3;43;100;63;15;-22;16;8;-28;-19;-12;38;-18;93;63;44;9;69;-5.0;;;;;
STP X ARM 10-09-2016;;;6;6;1;3;2;2;-5;-1;-20;-11;-1;3;-19;-11;31;15;9;-10;1;11;40;17;-5.0;34;24;12;8;8;-32;-18;-17;74;30;1.0;-47;-11;-7;-11;-7;-2;0.0;-2;7;5;-4;1;-78;-44;67;25;22;50;36;13;-9;-18;1;-16;-8;-3;2;-4;12;8;5;33;-50;-20;31;7;4;20;21;5;8;5;42;25;-10;25;15;89;50;-40;-6;-23;-19;41;20;-5;72;75.0;;;;;
DUS X FUR 11-09-2016;;;1;-1;-5;-2;-10;-5;-2;1;1;1;1;5;-40;-22;-18;-10;-76;-22;-12;-7;-3;33;3.0;43;-40;-78;-46;46;12;20;17;10;3;12.0;1;1;5;3;2;6;-5.0;-5;6;1;2;8;2;8;6;5;-4;2;6;5;4;4;5;-4;32;24;25;16;6;3;32;20;18;-5;37;-39;-10;-4;-1;-1;-4;-9;-5;76;-5;48;60;42;45;27;26;9;10;25;25;-3;25;-40.0;;;;;
H96 X DRE 11-09-2016;;;-5;13;-6;-6;-3;-4;-63;60;57;33;-76;-2;-29;-67;-39;-13;-3;-2;-11;-1;-2;-1;-2.0;5;67;38;16;13;11;-7;-3;4;4;20.0;46;31;17;-42;44;40;0.0;-32;-14;-10;34;35;20;-42;-37;-28;29;3;34;-22;-77;-78;40;-47;49;31;47;24;18;36;13;5;-32;18;-18;-19;-17;-11;-65;-40;-24;-15;-10;4;15;-17;29;5;47;36;22;-16;-8;34;13;27;12;0.0;;;;;
SAN X KAI 11-09-2016;;;1;17;9;-35;-25;-10;-5;6;-5;1;6;-5;13;-10;1;11;5;2;2;-15;-8;-5;6.0;10;3;3;-11;-4;-3;-2;5;7;4;22.0;-6;-6;-34;-20;-52;-30;10.0;5;-26;-13;-3;14;5;5;4;2;30;17;9;-6;-1;-7;14;-35;-21;-12;-2;-6;5;11;6;42;64;84;52;24;13;4;15;11;36;20;16;42;55;24;6;2;-1;75;41;25;19;6;-21;36;-18;0.0;;;;;
NUR X MUN 12-09-2016;;;1;-18;-81;-47;-24;-13;-36;-15;77;76;11;-4;5;4;-1;-2;22;-14;-29;-21;-11;27;2.0;62;28;26;10;3;-2;5;1;-61;-35;12.0;-16;-10;-36;-22;-39;-29;;-22;-19;-9;-2;-39;2;2;-4;2;2;2;13;9;7;36;-63;22;14;10;7;3;-4;7;5;-4;-3;-35;-5;-11;-5;-7;-17;-9;-8;-9;-4;1;-50;-79;-55;-31;66;-44;-7;-2;-30;-22;-48;-29;-77;150.0;;;;;
MUN X UNB 16-09-2016;2.0;2016-09-16;5;-1;2;-34;-24;32;11;2;5;-4;32;3;17;6;10;12;6;49;65;44;32;25;3.0;6;1;21;17;10;7;9;-25;-17;51;18.0;-75;-35;-63;-31;-17;61;40.0;36;24;18;14;-114;12;-7;3;25;17;33;53;54;74;52;-55;87;47;10;16;12;1;4;11;14;11;-32;10;9;38;20;45;69;44;27;-29;-7;-23;32;15;30;12;8;4;4;-29;32;11;-18;48;40.0;1.0;14:30:00;-1.0;UNB;MUN
FUR X WKI 16-09-2016;;;-5;-18;-79;-45;-29;-16;-5;9;2;4;9;-2;7;28;-36;-10;-2;40;25;57;34;19;1.0;43;25;11;31;-51;-16;-9;-6;-10;-7;63.0;-4;-22;-18;-10;-6;5;;2;3;8;11;38;12;3;8;1;6;-4;6;-4;11;12;25;9;6;10;-19;-6;82;47;28;20;18;17;10;7;-4;-4;-1;6;28;18;17;-94;12;-49;-30;-12;-1;7;-74;-40;-23;36;18;10;17;120.0;;;;;
BOC X NUR 16-09-2016;;;1;20;-29;42;-24;-29;-16;-31;-40;-21;-84;26;-39;-15;37;12;14;18;11;5;84;49;16.0;-61;-49;-30;-24;-20;-77;-44;-57;-34;-20;85.0;15;3;-6;-11;-32;40;-85.0;22;12;36;21;52;8;-6;-1;-18;20;4;77;50;30;20;71;11;-1;-1;-1;30;21;6;3;1;-2;100;-2;-30;-23;-28;-17;-10;5;1;1;1;80;0;-50;-29;-22;-18;-15;-10;90;50;55;33;100;-60.0;;;;;
HEI X DUS 17-09-2016;;;1;-11;-2;-1;60;64;38;22;15;7;4;-1;5;-18;-1;8;-18;-10;-2;-4;3;3;-100.0;-18;-1;3;-48;-30;-14;-6;-1;5;10;-55.0;3;-3;83;51;70;21;0.0;7;5;-20;-14;-33;31;43;21;19;7;2;6;3;21;18;-90;10;6;3;-10;-65;-44;-21;-17;11;9;-54;46;62;57;28;11;3;1;71;6;-5;-30;86;55;32;57;64;31;8;5;1;-50;-18;-34;45.0;;;;;
KAI X STU 17-09-2016;;;-1;-8;18;24;17;2;-33;-27;-50;-31;-39;-1;-27;-36;29;-32;-14;-9;-35;-24;-33;-25;5.0;-16;-13;-9;4;-7;40;20;-21;-26;-16;2.0;-13;-8;-4;-12;-8;5;;-1;-1;5;6;30;-6;-26;-16;-85;-61;-41;-57;-34;-35;-50;12;-29;40;14;9;37;27;7;34;20;9;4;-51;40;35;10;6;12;29;9;8;7;-8;6;24;12;-8;-33;-27;-50;-52;-37;-25;-5;-20;-10.0;;;;;
EBR X SAN 17-09-2016;;;-4;4;6;4;-30;76;31;18;16;14;5;-6;20;14;-38;-15;-7;-3;-4;-8;-11;-8;-14.0;-7;-6;-45;-23;-11;-39;-66;-44;-35;-54;-49.0;-33;-29;-15;-26;-5;8;45.0;7;7;1;-28;-24;-13;-10;13;26;35;-76;50;39;91;53;28;62;33;17;80;-51;-3;-51;-60;-38;-15;6;-15;-6;9;7;77;45;-47;-13;39;31;2;17;12;11;2;3;9;8;3;4;10;7;-48;-80.0;;;;;
ARM X H96 18-09-2016;;;1;-5;6;1;1;1;11;1;1;-70;-40;1;-29;-16;26;19;-15;6;82;72;43;32;-10.0;90;48;100;61;32;14;9;1;-5;6;21.0;33;25;10;2;32;17;-105.0;-30;-11;27;17;8;11;10;2;7;-4;2;1;7;5;9;65;11;8;-29;-23;-8;-4;42;31;25;-25;34;-46;-85;-51;-35;31;-15;-10;-5;6;76;16;50;30;18;10;-5;-27;-11;-16;-39;-17;8;-8;-30.0;;;;;
DRE X AUE 18-09-2016;;;-1;25;13;7;-6;-1;60;-51;-15;-49;-24;40;-59;-72;-47;-25;-20;-4;1;30;13;8;13.0;4;2;-95;-51;-25;36;6;11;6;3;12.0;1;1;30;16;8;3;;-2;-8;-6;-5;7;4;-7;4;-22;-100;-100;-90;-50;-24;-9;4;-2;20;40;23;33;54;30;-16;4;40;-1;26;9;6;2;-31;-19;-51;-31;20;2;-1;-1;22;53;29;11;6;1;-2;-1;-41;-1;-65;0.0;;;;;
KAR X STP 18-09-2016;;;-5;-28;-21;-51;-24;-17;-10;-6;-1;5;7;-32;9;5;-21;20;-6;-40;-24;-8;-6;-3;-25.0;4;5;-77;-40;39;6;10;18;12;5;-16.0;-4;7;9;12;43;31;0.0;11;-24;-8;42;-21;18;-39;-13;22;36;-44;-13;-6;77;41;-13;94;88;53;7;31;20;16;12;2;-7;-32;-6;-5;-5;-4;24;-23;-13;-2;-5;-9;-25;-43;-35;-25;-74;-43;-27;-15;21;11;7;-49;-5;-15.0;;;;;
NUR X FUR 20-09-2016;;;1;2;27;17;8;23;10;10;12;8;15;-5;30;49;75;70;57;39;21;10;4;2;6.0;-5;-1;1;1;1;1;-25;-13;-12;-11;7.0;-100;-45;-26;-9;41;1;-15.0;36;28;13;-19;-4;-4;7;6;-4;8;-74;-44;-20;-15;-8;6;-4;-14;-12;12;9;7;66;71;83;80;10;54;28;16;2;-4;-2;-35;-24;-13;32;52;15;12;24;10;5;-4;7;53;33;-19;2;-4;85.0;;;;;
DUS X BOC 20-09-2016;;;-5;35;43;26;11;7;78;40;25;16;-19;-1;-10;7;1;-4;42;19;-29;-4;-1;-7;7.0;-8;-2;10;-6;-1;-1;-1;-1;-1;5;78.0;27;-31;-3;-1;5;-1;;2;-6;-37;-22;7;-38;-22;-28;30;9;17;10;2;5;2;51;10;11;7;3;-6;-7;5;45;31;94;36;51;35;22;13;2;-35;-19;-11;-11;-6;27;16;43;31;14;8;-5;-2;-1;1;6;11;-10;-5.0;;;;;
SAN X HEI 20-09-2016;;;5;-47;-23;30;15;3;34;24;7;3;2;2;-6;5;-1;-6;-3;-7;-10;-1;5;-6;-6.0;-2;5;5;7;23;18;14;7;3;-1;30.0;-1;-1;5;1;-6;-1;-20.0;-1;4;-2;-2;20;-1;-32;-20;-8;-6;4;1;4;11;10;11;-32;-26;-16;-11;-28;-45;-62;-33;-20;-22;11;-6;-7;-5;-3;-2;-7;30;-36;-13;-13;-31;-13;-10;-9;-1;-1;5;-11;-5;-4;-3;-11;-3;10.0;;;;;
STU X EBR 20-09-2016;;;1;42;19;-29;-9;-9;-27;-15;-5;97;56;1;30;18;6;-7;-3;-1;1;10;7;45;1.0;27;11;11;7;2;51;31;9;6;4;-9.0;1;6;14;-20;11;-30;;-15;-8;-32;-13;12;7;7;5;7;5;-34;-17;-8;-23;-12;4;-3;-5;-1;-4;-1;76;45;58;35;12;3;7;5;-4;1;41;30;18;-29;-4;6;3;-19;-70;-38;-22;-12;-10;-5;31;22;24;-4;15;25.0;;;;;
