game;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
BAH X SAN 2018-04-21;0;2018-04-21;-10.0;72;44;24.0;16;16;6;4;-5;-5;4;-12;9;2;20;11;-26;-6;6;36;35;27;-9;20;24;5;-6;-8;-6;-6;-11;-13;8;42;-3;3;-3;-32;-22;-3;-10.0;3.0;8;7;72;18;38;18;-24;-16;-22;-7;-3;-1.0;-6;5;9;6;10;-6;-16;9;24;11;-7;-7;-5;44;-45;-38;-18;45;45;30.0;-20;1.0;31;15.0;24;9.0;-20;-6;-5;-2;-1.0;1.0;1.0;-5.0;-6.0;12;21;40.0;1;17:00:00;1;SAN;BAH
FLA X AME 2018-04-21;0;2018-04-21;-10.0;5;7;8.0;33;28;25;15;-24;-13;-12;-1;-1;6;-5;-21;-46;-17;-17;-71;-38;46;10;54;9;15;14;5;4;79;46;26;21;59;18;9;9;10;29;5;5.0;25.0;8;-35;-22;42;-37;-27;-19;-18;-79;-54;-46;-59.0;-36;64;30;2;-6;39;22;7;5;7;60;10;10;22;10;88;81;53;34;12.0;-3;-9.0;-13;-12.0;17;-16.0;-14;-1;6;9;-24.0;-14.0;-77.0;-65.0;-39.0;10;-37;-35.0;2;20:00:00;1;AME;FLA
PAR X COR 2018-04-22;4;2018-04-22;-4.0;6;15;37.0;18;4;-8;7;43;24;8;7;11;16;1;-11;-7;-1;-74;-100;-77;-35;9;-21;-13;5;-1;50;21;6;-8;-9;-16;3;-16;-14;-38;-19;-13;8;35.0;1.0;-4;22;49;-3;22;7;-5;-6;-11;-6;-8;-5.0;-27;-46;-3;-22;-13;-8;30;25;16;46;29;21;17;-4;11;4;3;2;1;1.0;-28;-23.0;-26;-23.0;10;-100.0;-53;-27;45;20;21.0;14.0;-73.0;-38.0;-23.0;7;65;70.0;0;12:00:00;-1;COR;PAR
CAM X VIT 2018-04-22;1;2018-04-22;10.0;0;27;10.0;7;4;29;17;12;8;10;12;-20;79;40;24;19;18;9;4;1;-7;14;20;-26;90;56;-51;-7;4;11;12;-20;40;-9;-10;-6;-3;6;-35;5.0;-14.0;-10;-28;-10;36;7;7;-8;-32;-18;-10;-5;12.0;8;6;27;5;4;26;15;8;49;28;14;28;16;15;-33;18;34;11;84;49.0;22;5.0;-65;-36.0;8;-21.0;-11;-6;1;10;6.0;-35.0;-16.0;-87.0;-50.0;2;-23;50.0;2;17:00:00;1;VIT;CAM
CEA X SPO 2018-04-22;0;2018-04-22;-10.0;-21;-14;-10.0;-12;-26;-16;-45;-18;-16;25;-6;11;4;2;9;6;6;7;7;37;23;-3;9;8;7;4;5;-8;-29;-35;23;3;-2;-57;-51;-21;-34;-14;6;0.0;26.0;5;1;-2;-1;-2;-29;-18;-17;-42;-23;-5;-1.0;42;28;-1;18;36;27;75;47;30;19;13;28;21;-6;17;2;18;6;1;-18.0;-14;-15.0;-13;-2.0;-6;-24.0;-8;-14;-7;-8;-97.0;-54.0;-28.0;64.0;31.0;-32;4;30.0;0;17:00:00;0;SPO;CEA
CHA X VAS 2018-04-22;1;2018-04-22;-10.0;53;28;12.0;3;8;12;8;1;5;86;-2;43;19;5;-7;-45;-26;25;-36;-24;-32;9;-24;20;1;-24;22;3;-4;-4;-3;-1;8;2;-29;-21;-18;-16;-10;0.0;-31.0;-23;-43;-32;11;-25;-54;-37;-71;-72;-100;-71;-46.0;-23;-10;3;-7;-11;18;9;14;15;11;6;-6;-12;2;-8;-10;-11;-10;-14;-12.0;-21;-36.0;-25;-18.0;1;-14.0;-51;-33;-23;21;5.0;33.0;62.0;34.0;15.0;35;-3;-5.0;1;17:00:00;0;VAS;CHA
FLU X CRU 2018-04-22;0;2018-04-22;1.0;3;-38;-28.0;-21;-17;-9;21;-14;-5;-8;1;-36;-26;-21;-12;-7;-5;-6;-6;-9;-35;1;-26;-20;-11;22;5;-16;-12;-13;-10;-6;2;-3;-27;-22;-19;-10;-5;0.0;-5.0;-6;-7;-8;-5;76;38;18;1;-10;-55;-39;-29.0;-27;-57;-12;-27;-21;-17;-14;-10;-11;-11;-10;-10;-10;-32;-5;-7;-8;-14;-15;-15.0;-15;-40.0;-53;-66.0;-19;-63.0;-47;-30;-15;-46;-30.0;-22.0;-47.0;-43.0;-31.0;-1;-26;-130.0;1;17:00:00;1;CRU;FLU
PAL X INT 2018-04-22;0;2018-04-22;-10.0;-9;-8;-3.0;-5;-42;-24;26;7;7;35;-11;23;34;43;48;32;23;-21;-1;-3;-3;-12;-2;5;6;1;-3;8;3;30;17;15;-12;7;81;42;21;3;-5;0.0;1.0;-5;-7;-9;-37;-15;-14;-38;-31;-62;-35;-24;-35.0;-39;-18;-27;-24;48;28;30;45;50;19;41;29;11;-8;41;21;6;-4;-8;-9.0;-42;-27.0;-3;3.0;-15;-3.0;-3;-2;-34;-28;-19.0;-13.0;-14.0;9.0;-13.0;-14;8;-10.0;1;17:00:00;1;INT;PAL
GRE X CAP 2018-04-22;0;2018-04-22;-10.0;6;34;17.0;9;4;15;7;4;3;42;-5;24;14;8;5;20;14;11;34;30;100;-2;56;4;-8;-12;13;3;15;12;35;27;-4;23;20;5;-7;-5;-2;0.0;-23.0;-12;-5;-1;-1;20;22;18;50;62;32;15;-39.0;-24;-21;27;-21;-39;-32;-20;-38;-24;-14;29;5;3;37;-2;-22;-11;83;33;23.0;23;17.0;7;48.0;18;52.0;39;26;-57;-28;-18.0;-12.0;-7.0;-1.0;-1.0;8;25;95.0;0;20:00:00;0;CAP;GRE
SPT X BOT 2018-04-23;1;2018-04-23;-10.0;7;27;56.0;30;42;42;20;54;30;13;-4;-21;-36;-14;24;53;39;77;49;26;7;7;-5;8;-6;3;-2;-1;-2;-4;-5;-6;7;-2;4;24;73;100;80;-5.0;2.0;-4;7;-16;4;-2;33;21;14;37;29;58;87.0;24;18;-23;36;23;54;39;16;-17;-31;-18;-4;8;-8;11;16;7;2;-57;44.0;3;-2.0;-2;-8.0;-23;-2.0;-3;-3;-4;-4;-4.0;47.0;27.0;13.0;4.0;-2;4;-115.0;1;21:00:00;0;BOT;SPT
BOT X GRE 2018-04-28;1;2018-04-28;-2.0;9;-8;-4.0;-31;-15;-11;8;7;13;14;8;37;80;46;88;55;33;69;32;5;25;11;-38;-39;-30;-18;-14;59;31;92;-107;-25;36;-15;-2;7;44;17;1;40.0;44.0;64;37;-32;20;-6;-3;-46;-23;12;6;-25;-8.0;-12;-14;12;-16;-9;-8;-6;3;-6;-8;8;8;-21;7;-5;-8;34;19;21;15.0;12;8.0;7;8.0;5;23.0;38;26;19;9;7.0;5.0;1.0;-2.0;-42.0;6;26;150.0;2;17:00:00;1;GRE;BOT
CAM X COR 2018-04-29;0;2018-04-29;6.0;6;34;19.0;15;13;-8;-4;4;24;21;8;41;28;24;16;17;8;4;7;11;18;1;6;-5;-5;-8;-10;6;6;-6;-6;146;-1;44;23;11;6;-22;-5;60.0;73.0;50;37;86;-6;51;24;33;33;18;9;4;-2.0;6;7;-11;-25;-6;6;1;22;12;4;-44;27;7;-3;7;14;16;27;20;15.0;7;7.0;31;22.0;4;51.0;34;23;10;5;-21.0;-12.0;80.0;42.0;29.0;4;23;0.0;1;17:00:00;1;COR;CAM
BAH X CAP 2018-04-29;0;2018-04-29;-10.0;15;1;-6.0;-3;-8;-8;-8;-8;37;19;-6;12;5;-43;-32;-25;-18;-9;-3;20;13;-4;10;15;19;35;50;13;-22;33;24;32;-3;-31;-9;-8;-5;-9;-10;0.0;-3.0;-1;-16;-10;25;60;34;22;-56;-24;-24;25;86.0;51;26;36;37;46;17;11;38;17;4;-35;-24;39;17;42;4;6;70;40;27.0;17;35.0;5;-6.0;12;-6.0;-9;-12;-11;-11;-36.0;25.0;-6.0;-6.0;-33.0;39;-20;0.0;0;17:00:00;0;CAP;BAH
CEA X FLA 2018-04-29;3;2018-04-29;-1.0;-19;-4;37.0;13;3;-37;-20;-14;-12;-29;-1;-15;-15;-15;-18;-14;-13;-13;-73;-42;-4;-5;-2;1;9;3;-8;-6;-70;-65;-35;-27;5;-14;-2;2;-74;-38;-18;10.0;24.0;12;5;1;2;-2;4;-2;-76;-86;-52;-33;-21.0;-5;1;1;6;10;7;20;8;-5;-4;-6;-8;-38;-5;-25;-13;-100;-52;-27;-19.0;-10;-4.0;-10;-14.0;-6;-5.0;-6;-25;-17;-7;-37.0;-24.0;-15.0;31.0;22.0;-34;56;-25.0;0;17:00:00;-1;FLA;CEA
FLU X SPO 2018-04-29;1;2018-04-29;2.0;3;1;1.0;-28;-14;-11;-9;-8;-2;-22;3;-9;-6;-37;-45;-100;-100;-75;-80;-48;-17;-7;-8;-7;-3;2;2;-30;-17;-4;-1;2;5;3;-4;2;37;26;5;45.0;10.0;8;33;49;5;23;20;8;4;1;2;7;-6.0;-26;-42;-5;-36;-30;-15;-5;2;23;11;2;16;5;1;5;1;-22;-9;23;13.0;15;13.0;30;19.0;15;14.0;35;18;17;7;-38.0;-23.0;-7.0;7.0;87.0;8;50;-25.0;1;17:00:00;0;SPO;FLU
PAL X CHA 2018-04-29;0;2018-04-29;10.0;26;23;20.0;20;16;14;11;10;9;90;10;46;32;24;19;1;-29;-14;-7;-8;12;11;12;3;-23;-10;-5;22;16;-25;-1;91;11;64;60;35;23;2;-25;30.0;-25.0;-20;-18;-9;16;-3;2;2;3;-9;-2;3;53.0;37;29;13;23;20;18;15;14;13;12;12;37;32;11;19;100;64;37;17;11.0;8;-18.0;8;27.0;-24;22.0;18;23;24;18;46.0;33.0;24.0;18.0;14.0;27;10;125.0;0;17:00:00;0;CHA;PAL
PAR X SPT 2018-04-29;2;2018-04-29;-15.0;-55;-33;-9.0;6;41;19;15;12;11;34;-13;25;13;31;-22;8;9;-18;51;57;43;-7;68;48;7;3;87;95;54;31;21;11;6;8;10;51;35;26;6;0.0;9.0;12;13;-82;6;-46;-29;-19;-6;72;43;31;24.0;11;9;10;5;2;1;1;-1;30;22;18;15;49;-45;31;88;81;84;52;37.0;22;17.0;13;13.0;-22;33.0;16;10;52;1;-4.0;7.0;6.0;4.0;38.0;-98;100;70.0;1;17:00:00;-1;SPT;PAR
INT X CRU 2018-04-29;0;2018-04-29;-8.0;31;16;33.0;33;26;46;31;47;32;23;5;16;49;39;28;21;10;7;8;9;-6;4;-36;-25;-18;-14;-11;-7;-17;55;35;25;6;8;-8;-42;-27;-18;-12;30.0;5.0;7;13;16;13;13;11;39;100;82;19;71;3.0;-2;4;5;22;12;18;13;5;-3;-1;-3;-3;19;7;-32;-12;66;39;27;100.0;100;61.0;84;52.0;9;27.0;16;12;11;-27;-14.0;14.0;-7.0;38.0;15.0;14;41;70.0;0;20:00:00;0;CRU;INT
AME X VIT 2018-04-30;1;2018-04-30;2.0;31;-69;-33.0;-50;-37;-24;-11;-29;-18;-12;2;-16;-13;-63;-40;-60;-42;-31;28;-8;3;3;3;-7;-6;-10;-12;34;95;95;51;36;3;12;-7;11;4;8;27;20.0;59.0;34;19;11;-4;-16;-47;-35;26;2;-35;-40;44.0;33;3;-2;8;68;43;50;37;-41;-30;-23;-46;-58;5;-47;-62;-37;-20;25;13.0;10;-81.0;-45;-29.0;100;-18.0;-16;-11;-29;-44;-28.0;-18.0;-17.0;-10.0;-1.0;59;-22;50.0;2;21:00:00;1;VIT;AME
SAN X VAS 2018-09-27;1;2018-09-27;-12.0;30;60;60.0;72;32;-99;-46;-29;23;7;-12;22;-20;-6;28;41;33;25;19;12;9;-13;8;8;-39;-20;-23;20;3;10;58;41;-14;28;26;72;4;6;98;-2.0;-12.0;-39;-1;-23;-14;-29;-26;15;18;8;-23;-14;-49.0;-9;9;-11;6;43;26;9;-27;24;24;10;37;31;9;-81;-62;-34;-31;-21;-6.0;-3;-69.0;-55;-35.0;4;-84.0;-48;-11;37;100;100.0;36.0;14.0;23.0;6.0;42;2;49.0;1;21:00:00;0;VAS;SAN
SPO X CAM 2018-05-05;2;2018-05-05;10.0;-1;-3;-3.0;-4;43;22;15;-19;-41;-34;3;-26;-17;-13;-9;-9;31;47;20;-20;-3;-3;-1;-2;21;8;-5;-25;-33;-50;-28;-16;-6;-12;-5;-6;-8;-11;-13;0.0;12.0;38;17;5;-9;53;25;-41;-21;-12;-16;-16;-18.0;-17;-67;-16;-51;-37;-28;-23;-21;-8;-6;-4;-3;-7;-14;-6;-80;-49;-30;-19;-19.0;-13;-20.0;-5;-100.0;-8;-56.0;-2;81;51;37;-41.0;-18.0;-12.0;-12.0;-48.0;5;-25;25.0;2;20:00:00;0;CAM;SPO
VAS X AME 2018-05-05;1;2018-05-05;-10.0;14;9;4.0;4;7;9;11;12;-7;10;-4;10;-25;-6;11;29;48;28;17;15;-22;-1;-6;4;-77;-41;-6;17;6;9;4;40;2;29;48;35;27;24;20;50.0;7.0;26;57;91;1;56;39;33;28;19;13;-43;-14.0;78;41;3;51;40;30;14;85;50;30;13;8;1;34;1;-5;-2;-1;-9;-9.0;-9;-15.0;-9;-6.0;24;40.0;55;39;9;11;9.0;9.0;15.0;33.0;22.0;12;4;40.0;4;20:00:00;1;AME;VAS
COR X CEA 2018-05-06;1;2018-05-06;10.0;-72;-38;-20.0;-11;43;34;27;28;16;6;5;8;15;13;19;40;22;10;9;8;6;2;7;7;32;38;47;27;16;37;51;27;-1;100;67;34;14;-34;18;65.0;37.0;14;6;22;7;-57;-30;-8;-1;9;6;-22;-12.0;-8;-7;-3;21;47;33;26;96;57;37;28;31;12;-3;-11;-7;-39;-19;-6;11.0;29;25.0;19;21.0;22;16.0;15;16;51;28;14.0;5.0;-3.0;-6.0;27.0;5;14;15.0;1;12:00:00;0;CEA;COR
CAP X PAL 2018-05-06;3;2018-05-06;10.0;-8;-5;-1.0;-6;-58;-33;-18;-9;-3;6;9;-25;-2;72;84;55;65;48;29;18;9;9;2;30;61;35;15;9;9;-30;-15;-14;9;-10;-23;-18;-18;-49;-58;-25.0;2.0;7;1;2;9;12;12;22;17;14;12;11;19.0;16;18;9;35;-136;-64;51;12;16;-35;-13;-5;6;-17;6;12;18;20;21;17.0;14;13.0;12;8.0;-3;11.0;-24;-3;-2;-1;-1.0;-81.0;-47.0;-53.0;-43.0;-24;69;-60.0;1;17:00:00;-1;PAL;CAP
CRU X BOT 2018-05-06;0;2018-05-06;10.0;-13;9;35.0;22;14;20;5;-2;-4;-6;8;-57;-23;-8;4;9;5;6;6;-5;4;42;4;55;40;56;78;40;22;10;2;-2;28;-2;24;12;6;7;22;0.0;74.0;21;12;11;14;11;7;17;6;-4;7;20;9.0;4;1;10;-7;-9;25;6;-20;-31;83;33;23;19;-21;32;17;100;27;11;1.0;-1;30.0;-26;-6.0;-13;-4.0;-3;-4;40;22;7.0;13.0;7.0;5.0;-30.0;-10;31;5.0;1;17:00:00;1;BOT;CRU
FLA X INT 2018-05-06;0;2018-05-06;-6.0;-47;-29;-21.0;-25;-64;-34;-21;-19;13;6;-9;6;6;26;36;24;76;48;25;15;15;-8;6;5;5;-29;-13;42;21;19;19;41;-1;26;20;21;17;13;6;-65.0;-7.0;-1;1;31;4;18;12;7;5;21;33;20;-28.0;-11;-5;5;31;25;82;95;62;40;33;20;13;38;-4;25;12;75;42;22;32.0;18;-12.0;-4;14.0;-4;2.0;-7;-4;4;-12;-7.0;-4.0;54.0;29.0;17.0;-6;-42;-20.0;2;17:00:00;1;INT;FLA
VIT X FLU 2018-05-06;2;2018-05-06;-2.0;8;2;1.0;-27;-22;-33;-4;-31;-20;-11;-3;-4;76;39;20;8;1;-7;-7;-12;-10;-3;-59;-33;-22;-3;-2;31;-36;-14;-34;-26;-3;-23;-11;-12;-37;-32;-26;-5.0;-7.0;-11;-11;-12;-47;-12;-12;-12;-12;-12;-12;-28;-12.0;-3;-12;-33;-13;-12;-13;19;-7;-8;-41;-31;-57;-36;-36;-23;-13;-4;-3;-98;-60.0;-5;-8.0;-4;4.0;-18;11.0;-7;-2;-28;-43;-38.0;-100.0;-100.0;-68.0;-45.0;-8;-47;0.0;1;17:00:00;-1;FLU;VIT
GRE X SAN 2018-05-06;1;2018-05-06;10.0;15;15;6.0;1;-2;-1;6;2;6;4;7;58;35;21;18;22;16;13;12;41;24;6;20;12;80;43;-77;-24;-3;56;69;82;68;95;63;38;30;20;6;80.0;-11.0;-10;6;6;38;8;31;24;45;27;91;53;7.0;-4;2;14;-4;7;-8;33;19;13;9;33;44;83;16;100;68;35;18;6;-1.0;-1;-30.0;-18;-11.0;17;50.0;18;6;-7;-7;-14.0;-14.0;-54.0;-38.0;-33.0;13;-16;-5.0;5;20:00:00;1;SAN;GRE
SPT X BAH 2018-05-06;0;2018-05-06;10.0;-37;-20;-9.0;13;-8;-8;-22;-12;36;22;7;9;7;-6;74;37;4;-4;1;-5;91;5;53;36;27;8;3;23;19;14;12;10;-5;32;40;54;33;30;52;;57.0;33;17;100;-5;98;25;4;-6;-14;-16;-13;-12.0;-12;-3;-7;19;53;29;25;-25;-37;-24;-14;-28;-14;-13;-6;5;5;-6;15;8.0;100;56.0;2;-8.0;-14;-16.0;-16;26;13;14;-20.0;-24.0;-15.0;45.0;25.0;-7;5;40.0;2;20:00:00;1;BAH;SPT
CHA X PAR 2018-05-07;1;2018-05-07;10.0;-15;6;3.0;-54;-65;-35;-22;-13;-4;-1;5;-1;-6;-6;-7;-47;-96;-90;-48;-31;-17;2;-3;-3;-28;-21;-16;-9;-4;1;1;27;1;23;38;32;24;16;4;0.0;24.0;11;69;43;5;28;18;-23;-14;-7;-28;32;11.0;8;-20;-64;-6;-10;11;-30;71;23;9;-6;-81;-55;-60;-20;27;5;5;-21;-6.0;35;24.0;42;89.0;-39;51.0;26;33;26;44;30.0;21.0;-17.0;11.0;2.0;-26;-29;40.0;1;21:00:00;0;PAR;CHA
GRE X INT 2018-05-12;0;2018-05-12;7.0;11;10;30.0;25;22;20;19;-23;-2;6;-8;7;9;12;12;12;11;11;37;24;16;2;16;9;27;20;21;16;14;11;35;50;-17;33;24;18;12;9;4;-25.0;7.0;70;78;53;-8;38;69;42;34;21;39;1;-9.0;22;36;8;17;15;13;9;7;7;9;14;8;9;6;9;5;1;25;19;15.0;19;16.0;57;43.0;8;30.0;21;62;100;68;44.0;25.0;16.0;8.0;10.0;11;11;0.0;0;17:00:00;0;INT;GRE
CRU X SPT 2018-05-13;0;2018-05-13;10.0;7;-33;28.0;6;3;-1;9;11;-22;34;13;15;9;-31;40;16;2;39;56;36;27;49;27;59;38;32;18;10;-7;-9;-53;-37;-53;-27;16;26;18;21;18;100.0;33.0;16;6;5;-9;-4;-5;4;8;13;11;85;50.0;28;36;15;30;12;6;8;11;8;-6;-1;-26;-1;4;-6;-34;-22;-8;-3;8.0;8;8.0;2;4.0;-3;4.0;5;-7;-3;-3;-3.0;-4.0;-3.0;7.0;10.0;-3;78;-135.0;2;12:00:00;1;SPT;CRU
CAP X CAM 2018-05-13;2;2018-05-13;10.0;13;11;28.0;19;13;9;8;5;8;20;8;18;41;84;50;5;-25;-74;-43;-25;-7;8;47;37;100;100;60;9;1;26;4;4;-22;5;44;6;-24;-40;-22;0.0;47.0;27;56;33;34;8;-1;-1;-3;-100;-86;-45;-30.0;-77;-79;10;-45;-59;-36;-23;-65;-42;-97;-51;-29;-37;15;-24;-11;-9;26;18;16.0;10;11.0;-15;-11.0;14;20.0;-14;7;9;7;-26.0;30.0;8.0;3.0;1.0;14;5;-15.0;1;17:00:00;-1;CAM;CAP
